word,uni_prob,bi_prob,bi_prob_smoothed,pos_uni_score,pos_uni_score_smoothed,pos_bi_score,pos_bi_score_smoothed
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o i,-4.561919533,-5.752635847,-5.752476182,1.2805414489374074,1.2805385479259344,1.0068062095007226,1.006812782410211
o i,-4.561919533,-5.752635847,-5.752476182,1.2805414489374074,1.2805385479259344,1.0068062095007226,1.006812782410211
i o,-4.561919533,-8.468152886,-8.467240109,1.1751515682811373,1.175158557760217,1.0076919490932823,1.0076978618344437
i o,-4.561919533,-8.468152886,-8.467240109,1.1751515682811373,1.175158557760217,1.0076919490932823,1.0076978618344437
u e,-4.299063732,-7.971065262,-7.970196979,1.2679263528545885,1.2679246230042482,1.0055125635168523,1.0055201006195555
u e,-4.299063732,-7.971065262,-7.970196979,1.2679263528545885,1.2679246230042482,1.0055125635168523,1.0055201006195555
e u,-4.299063732,-6.430015133,-6.429431634,1.295779417343708,1.2957752464868868,1.0086009976224886,1.0086062328224716
e u,-4.299063732,-6.430015133,-6.429431634,1.295779417343708,1.2957752464868868,1.0086009976224886,1.0086062328224716
e o,-4.882260275,-7.999061128,-7.997974418,1.2480893329653575,1.248089608114631,1.0072723882336487,1.007278613686123
e o,-4.882260275,-7.999061128,-7.997974418,1.2480893329653575,1.248089608114631,1.0072723882336487,1.007278613686123
o e,-4.882260275,-7.138457137,-7.138122823,1.2721152683397663,1.272113152876291,1.0071558435504173,1.0071621558671449
o e,-4.882260275,-7.138457137,-7.138122823,1.2721152683397663,1.272113152876291,1.0071558435504173,1.0071621558671449
u i,-3.978722989,-6.971216726,-6.970018295,1.2763525334522297,1.2763500180538916,1.003974173698196,1.0039828574090464
u i,-3.978722989,-6.971216726,-6.970018295,1.2763525334522297,1.2763500180538916,1.003974173698196,1.0039828574090464
i u,-3.978722989,-8.518282216,-8.514527485,1.2228416526594879,1.2228441961324727,1.0012936459838702,1.0013043275725533
i u,-3.978722989,-8.518282216,-8.514527485,1.2228416526594879,1.2228441961324727,1.0012936459838702,1.0013043275725533
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
o e,-4.882260275,-7.138457137,-7.138122823,1.2721152683397663,1.272113152876291,1.0071558435504173,1.0071621558671449
e o,-4.882260275,-7.999061128,-7.997974418,1.2480893329653575,1.248089608114631,1.0072723882336487,1.007278613686123
o i,-4.561919533,-5.752635847,-5.752476182,1.2805414489374074,1.2805385479259344,1.0068062095007226,1.006812782410211
e u,-4.299063732,-6.430015133,-6.429431634,1.295779417343708,1.2957752464868868,1.0086009976224886,1.0086062328224716
u e,-4.299063732,-7.971065262,-7.970196979,1.2679263528545885,1.2679246230042482,1.0055125635168523,1.0055201006195555
i o,-4.561919533,-8.468152886,-8.467240109,1.1751515682811373,1.175158557760217,1.0076919490932823,1.0076978618344437
i u,-3.978722989,-8.518282216,-8.514527485,1.2228416526594879,1.2228441961324727,1.0012936459838702,1.0013043275725533
u i,-3.978722989,-6.971216726,-6.970018295,1.2763525334522297,1.2763500180538916,1.003974173698196,1.0039828574090464
o e,-4.882260275,-7.138457137,-7.138122823,1.2721152683397663,1.272113152876291,1.0071558435504173,1.0071621558671449
e o,-4.882260275,-7.999061128,-7.997974418,1.2480893329653575,1.248089608114631,1.0072723882336487,1.007278613686123
o i,-4.561919533,-5.752635847,-5.752476182,1.2805414489374074,1.2805385479259344,1.0068062095007226,1.006812782410211
e u,-4.299063732,-6.430015133,-6.429431634,1.295779417343708,1.2957752464868868,1.0086009976224886,1.0086062328224716
i o,-4.561919533,-8.468152886,-8.467240109,1.1751515682811373,1.175158557760217,1.0076919490932823,1.0076978618344437
u e,-4.299063732,-7.971065262,-7.970196979,1.2679263528545885,1.2679246230042482,1.0055125635168523,1.0055201006195555
u i,-3.978722989,-6.971216726,-6.970018295,1.2763525334522297,1.2763500180538916,1.003974173698196,1.0039828574090464
i u,-3.978722989,-8.518282216,-8.514527485,1.2228416526594879,1.2228441961324727,1.0012936459838702,1.0013043275725533
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e e,-3.599325928,-5.142507531,-5.142678466,1.4007978314036587,1.4007838699894273,1.0663955060370145,1.066357665253645
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
i i,-2.958644443,-3.939314687,-3.939528548,1.3362862473170796,1.3362782146846566,1.0528180504405389,1.052790329342712
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
o u,-5.581998079,-4.363678949,-4.364419429,1.1670968542798157,1.1671045293737505,1.0254650132860939,1.0254576792285834
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
u u,-4.998801535,-4.632601883,-4.633086704,1.162907938794638,1.1629159995017078,1.0278308703556944,1.0278217729538361
e i,-3.278985186,-3.084222176,-3.084523767,1.4092240120012998,1.4092092650390706,1.073271642347676,1.0732286765733452
i e,-3.278985186,-6.478915824,-6.478924186,1.3278600667194385,1.3278528196350132,1.029380914642674,1.029370661946243
u o,-5.581998079,-10.00535818,-9.999806166,1.1152178544162874,1.115230361129452,1.0014917719453638,1.0015023058648158
o o,-6.165194622,-7.653880157,-7.653233687,1.1194067699014651,1.1194188910014948,1.007353969511911,1.0073601341594074
e e i,-5.078648149,-4.633457207,-4.633850624,1.6854858035791582,1.685453634249283,1.183209943,1.1830798732345047
e e i,-5.078648149,-4.633457207,-4.633850624,1.6854858035791582,1.685453634249283,1.183209943,1.1830798732345047
e i i,-4.758307407,-4.282238003,-4.28262791,1.6939119841767993,1.6938790292989263,1.1885893719140586,1.1884555414797795
i e i,-4.758307407,-5.9698655,-5.970096344,1.612548038894938,1.612522583894869,1.1461953514531196,1.1460928699271027
i i i,-4.437966665,-5.137330514,-5.137632691,1.6209742194925791,1.6209479789445123,1.1681357800069214,1.1680171942491464
i i i,-4.437966665,-5.137330514,-5.137632691,1.6209742194925791,1.6209479789445123,1.1681357800069214,1.1680171942491464
o o i,-7.644516844,-8.326267429,-8.325790548,1.4040947420769647,1.4040886552613505,1.0119438717270377,1.011960094283592
o u i,-7.0613203,-7.82935023,-7.828662126,1.4517848264553153,1.4517742936336062,1.0287435148683273,1.0287474339923193
o u i,-7.0613203,-7.82935023,-7.828662126,1.4517848264553153,1.4517742936336062,1.0287435148683273,1.0287474339923193
u o i,-7.0613203,-10.67774545,-10.67236303,1.399905826591787,1.3999001253893077,1.0060816741604905,1.0061022659890004
u u i,-6.478123757,-8.098273163,-8.097329401,1.4475959109701375,1.4475857637615634,1.0311093719379278,1.031111527717572
u u i,-6.478123757,-8.098273163,-8.097329401,1.4475959109701375,1.4475857637615634,1.0311093719379278,1.031111527717572
e i i,-4.758307407,-4.282238003,-4.28262791,1.6939119841767993,1.6938790292989263,1.1885893719140586,1.1884555414797795
i e i,-4.758307407,-5.9698655,-5.970096344,1.612548038894938,1.612522583894869,1.1461953514531196,1.1460928699271027
u o i,-7.0613203,-10.67774545,-10.67236303,1.399905826591787,1.3999001253893077,1.0060816741604905,1.0061022659890004
o o i,-7.644516844,-8.326267429,-8.325790548,1.4040947420769647,1.4040886552613505,1.0119438717270377,1.011960094283592
e e u,-6.098726695,-7.979250164,-7.978758492,1.485910583349378,1.48590117,1.0685194048881135,1.0684938696456814
e e u,-6.098726695,-7.979250164,-7.978758492,1.485910583349378,1.48590117,1.0685194048881135,1.0684938696456814
e i u,-5.778385953,-8.861205533,-8.857626847,1.494336763947019,1.4943265650020134,1.0747540952370338,1.0747240196477705
i e u,-5.778385953,-9.315658457,-9.315004211,1.4129728186651578,1.412970119597956,1.031504813493773,1.0315068663382794
i i u,-5.458045211,-9.716298044,-9.712631628,1.421398999262799,1.4213955146475994,1.0543005033298967,1.0542856724171374
