word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
ø y,2,-7.091356589979735,nan,-6.071375296608072,nan,-6.0792242248320045,nan,1.067313277292313,nan,1.0673952758837226,nan,1.0091068301225918,nan,1.0091310922414796,nan
i ɯ,2,-4.203539329869751,nan,-8.901687395981728,nan,-8.843985604135096,nan,1.2307947947029276,nan,1.2308040055793585,nan,1.0005837711617047,nan,1.0006397580551356,nan
ø ɯ,2,-6.588807547053127,nan,-9.733710095745128,nan,-9.458430695337636,nan,1.126799558670013,nan,1.1268537891291421,nan,1.0001751313485114,nan,1.0002326392927765,nan
y ø,2,-7.091356589979735,nan,-9.100836105247707,nan,-9.031814474138281,nan,1.081506103050653,nan,1.0815831152159778,nan,1.0003502626970229,nan,1.0004071187623589,nan
y o,2,-5.781671505079542,nan,-8.477075791712572,nan,-8.436108264187302,nan,1.1181085548895322,nan,1.1181684810696364,nan,1.0008172796263866,nan,1.0008723973479121,nan
e o,2,-4.407265715624904,nan,-6.630017824022977,nan,-6.628214355770783,nan,1.2472228900995799,nan,1.2472269226280779,nan,1.0074138937536485,nan,1.0074444573688497,nan
ɯ o,2,-5.279122462152934,nan,-8.224339791116533,nan,-8.211688891354834,nan,1.098565462641806,nan,1.0986338490350045,nan,1.0019848219497958,nan,1.0020355938117949,nan
a o,2,-3.9325965075308718,nan,-5.723431526257554,nan,-5.724332028266433,nan,1.3858651594802642,nan,1.385809173710329,nan,1.0139521307647401,nan,1.013958357566593,nan
ø u,2,-6.803674517527954,nan,-10.35833642570607,nan,-9.965542970626643,nan,1.1103955890261135,nan,1.1104574768406605,nan,1.000116754232341,nan,1.0001744794695824,nan
a ø,2,-5.242281592431064,nan,-7.489110429492594,nan,-7.485927103736024,nan,1.349262707641385,nan,1.3492238078566705,nan,1.0012842965557502,nan,1.0013376759334651,nan
u a,2,-3.7459017659246943,nan,-4.875866797491726,nan,-4.877692098880873,nan,1.4141780797847556,nan,1.4140997588205548,nan,1.03671920607122,nan,1.0366406886123065,nan
e ɯ,2,-4.005704003543899,nan,-8.485898190924186,nan,-8.43747280475684,nan,1.3042573325981204,nan,1.3042347415100943,nan,1.0005837711617047,nan,1.0006397580551356,nan
ø o,2,-6.990369259134131,nan,-9.230676155896269,nan,-9.125713485319247,nan,1.0697651161714725,nan,1.0698459702471257,nan,1.0004086398131933,nan,1.000465278585553,nan
i a,2,-2.8570133752476887,nan,-4.835361237787348,nan,-4.836217849818448,nan,1.4710750048605459,nan,1.4709720531928492,nan,1.0417980151780502,nan,1.0417005932301966,nan
a ɯ,2,-3.531034795449867,nan,-3.742990455789848,nan,-3.745139447381152,nan,1.4428996019788047,nan,1.4428169925923455,nan,1.0709865732632808,nan,1.0707805048272654,nan
y u,2,-5.5949767634733645,nan,-7.255630952893436,nan,-7.243016223449753,nan,1.1587390277441731,nan,1.1587799876631713,nan,1.0028604786923525,nan,1.002907991159707,nan
ø a,2,-5.242281592431064,nan,-7.877177996455336,nan,-7.853157614807647,nan,1.3670797688276313,nan,1.3670218367426328,nan,1.0014594279042615,nan,1.0015121554030475,nan
u e,2,-4.2205709740187265,nan,-6.46129234153036,nan,-6.458682345387492,nan,1.279035055850138,nan,1.2790198195044151,nan,1.0057793345008756,nan,1.0058159823194137,nan
a e,2,-2.659178048921837,nan,-4.494910822401403,nan,-4.495698550293915,nan,1.5480367882018053,nan,1.5479051008896965,nan,1.037069468768243,nan,1.0369896475514715,nan
ɯ ø,2,-6.588807547053127,nan,-9.49245712104218,nan,-9.447736890415905,nan,1.0619630108029268,nan,1.062048483181346,nan,1.0003502626970229,nan,1.0004071187623589,nan
ɯ i,2,-4.203539329869751,nan,-7.8340596094733295,nan,-7.820644181310009,nan,1.2484195198513799,nan,1.248417954531562,nan,1.0027437244600117,nan,1.0027916715133185,nan
i y,2,-4.706088372796359,nan,-8.0328844929297,nan,-8.020673192269445,nan,1.1713085133252277,nan,1.171345492333939,nan,1.0019264448336251,nan,1.0019774339886007,nan
o ø,2,-6.990369259134131,nan,-9.153538194933848,nan,-9.084201766156147,nan,1.0852956223230654,nan,1.0853709940038567,nan,1.000525394045534,nan,1.0005815982319415,nan
o o,2,-5.680684174233939,nan,-6.266032621720932,nan,-6.266332030521696,nan,1.1218980741619446,nan,1.1219563598575153,nan,1.00758902510216,nan,1.007618936838432,nan
o u,2,-5.493989432627761,nan,-5.158687242226493,nan,-5.161659817710834,nan,1.1625285470165856,nan,1.1625678664510501,nan,1.0215995329830707,nan,1.021577294405025,nan
y y,2,-5.882658835925145,nan,-5.418676833258663,nan,-5.422244828724938,nan,1.1156567160103728,nan,1.1157177867062333,nan,1.019614711033275,nan,1.0195998604164243,nan
e u,2,-4.2205709740187265,nan,-6.440012239101985,nan,-6.437699523539071,nan,1.2878533629542208,nan,1.2878384292216127,nan,1.0085814360770577,nan,1.0086076538327324,nan
ɯ y,2,-5.380109792998537,nan,-10.733194228841384,nan,-10.554947607539955,nan,1.0961136237626465,nan,1.0961831546716014,nan,1.000116754232341,nan,1.0001744794695824,nan
o y,2,-5.781671505079542,nan,-8.420194276711044,nan,-8.384806505935146,nan,1.1194462352827852,nan,1.1195056654941122,nan,1.0011675423234092,nan,1.0012213562870769,nan
o e,2,-4.407265715624904,nan,-6.05991107602045,nan,-6.05870507387658,nan,1.2840697028834858,nan,1.2840522870368827,nan,1.0072971395213077,nan,1.0073281377224612,nan
a a,2,-2.1845088408278044,nan,-3.5025186397059667,nan,-3.50355583866277,nan,1.683179812136423,nan,1.6829850402058362,nan,1.1412142440163455,nan,1.1407467721298128,nan
e a,2,-2.659178048921837,nan,-4.6481053875103635,nan,-4.648864259051299,nan,1.5445375427557386,nan,1.544402789123585,nan,1.0489784004670168,nan,1.0488542514830754,nan
u y,2,-5.5949767634733645,nan,-8.90517707984116,nan,-8.858714930573594,nan,1.1144115882494374,nan,1.1144731979616447,nan,1.000875656742557,nan,1.0009305571711062,nan
ø e,2,-5.716950800525097,nan,-5.511784704133246,nan,-5.519385843858913,nan,1.2319367448930136,nan,1.231941897426493,nan,1.0136602451838879,nan,1.0136675584506223,nan
a u,2,-3.7459017659246943,nan,-5.372613478869407,nan,-5.373553857535108,nan,1.4264956323349052,nan,1.426420680303864,nan,1.0227086981903093,nan,1.0226823310457136,nan
o a,2,-3.9325965075308718,nan,-4.912534462279998,nan,-4.914609298008417,nan,1.4192127268181034,nan,1.4191322263530224,nan,1.0315820198482195,nan,1.0315226241712225,nan
e y,2,-4.508253046470507,nan,-6.941647684411611,nan,-6.938350131984522,nan,1.2447710512204204,nan,1.2447762282646748,nan,1.0029772329246935,nan,1.0030243108060952,nan
ɯ a,2,-3.531034795449867,nan,-5.475068526601165,nan,-5.476018951355452,nan,1.3958801152979647,nan,1.3958097155305116,nan,1.0233508464681844,nan,1.0233220891008492,nan
i u,2,-4.418406300344579,nan,-7.981414334646144,nan,-7.964803518304212,nan,1.214390825059028,nan,1.214407693290877,nan,1.0013426736719206,nan,1.0013958357566592,nan
i ø,2,-5.914786126850949,nan,-8.750480054184363,nan,-8.728517506976972,nan,1.137157900365508,nan,1.1372108208436835,nan,1.000758902510216,nan,1.000814237524718,nan
i e,2,-3.3316825833417214,nan,-4.879652729431331,nan,-4.880655083816999,nan,1.3359319809259282,nan,1.3358921138767095,nan,1.031406888499708,nan,1.0313481447016402,nan
u ø,2,-6.803674517527954,nan,-9.40490614688246,nan,-9.334966639480385,nan,1.0802609752897177,nan,1.0803385264713892,nan,1.0002918855808522,nan,1.0003489589391648,nan
y a,2,-4.033583838376475,nan,-5.687521761592684,nan,-5.6880938022050795,nan,1.415423207545691,nan,1.4153443475651435,nan,1.0137186223000583,nan,1.0137257182738164,nan
a i,2,-2.8570133752476887,nan,-4.085961520520959,nan,-4.087115676285519,nan,1.5357192166898381,nan,1.5355932792068865,nan,1.0575014594279042,nan,1.0573455856694196,nan
u i,2,-4.418406300344579,nan,-6.631896005299059,nan,-6.627331948602524,nan,1.2667174843381708,nan,1.2667079978216051,nan,1.0040863981319323,nan,1.0041293474467838,nan
y i,2,-4.706088372796359,nan,-6.548987353774524,nan,-6.543394056434742,nan,1.267962612099106,nan,1.2679525865661938,nan,1.0046117921774664,nan,1.004652785855531,nan
y e,2,-4.508253046470507,nan,-4.706570069792913,nan,-4.709287558311718,nan,1.2802801836110733,nan,1.2802644082490038,nan,1.0350262697022767,nan,1.0349540537396766,nan
ø i,2,-5.914786126850949,nan,-8.873185797076058,nan,-8.766929637492643,nan,1.2196191733810464,nan,1.219630075743683,nan,1.0003502626970229,nan,1.0004071187623589,nan
e ø,2,-5.716950800525097,nan,-8.33469084912682,nan,-8.317469552433327,nan,1.2106204382607006,nan,1.2106415567744193,nan,1.000875656742557,nan,1.0009305571711062,nan
e i,2,-3.3316825833417214,nan,-3.9557577372167625,nan,-3.957246957828196,nan,1.3970769473091538,nan,1.3970110281246353,nan,1.0671920607122007,nan,1.0670001163196463,nan
u u,2,-5.307294691021584,nan,-5.147039251613518,nan,-5.1498978117204866,nan,1.1574938999832378,nan,1.1575353989185826,nan,1.0248686514886165,nan,1.0248342445038967,nan
ø ø,2,-8.300054344034324,nan,-9.294820681495981,nan,-9.195326599373448,nan,1.0331626643325933,nan,1.0332606043934671,nan,1.0004670169293637,nan,1.0005234384087471,nan
ɯ u,2,-5.092427720546757,nan,-9.01552782430512,nan,-8.972737498809114,nan,1.139195935496447,nan,1.1392453556285393,nan,1.0000583771161704,nan,1.0001163196463883,nan
i i,2,-3.529517909667573,nan,-4.550353556960817,nan,-4.551686560225641,nan,1.323614409413961,nan,1.3235802921938995,nan,1.0478692352597783,nan,1.0477492148423868,nan
