Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio file,Orthography
11,1701423925654,01/12/2023 09:45:25,1701423925566,0,01/12/2023 09:45:25,146089,8,task-umle,,33345064,BLIND,9872930,,complete,,6569aa3e4bde2a6c9da09b15,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,724x292,,,,Test Run Phonotactics,5,SoundCheckPassed,5,test passed,,,,,6,,yes,Spreadsheet1,,,END TASK,,,,,23220,,,,,0,1,0,,,,,,,,
1,1701424157517,01/12/2023 09:49:17,1701424157321,0,01/12/2023 09:49:17,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701424181500,01/12/2023 09:49:41,1701424181446,0,01/12/2023 09:49:41,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,24082.10000000056,,,,,0,1,0,,,,,,Prompt,,
3,1701424181628,01/12/2023 09:49:41,1701424181454,0,01/12/2023 09:49:41,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701424181628,01/12/2023 09:49:41,1701424181465,0,01/12/2023 09:49:41,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,12,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701424186783,01/12/2023 09:49:46,1701424186761,0,01/12/2023 09:49:46,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,5308.300000000745,,,88,,0,1,0,,,,,,Task,marar.wav,marar
6,1701424186931,01/12/2023 09:49:46,1701424186763,0,01/12/2023 09:49:46,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,5308.300000000745,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701424186931,01/12/2023 09:49:46,1701424186775,0,01/12/2023 09:49:46,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701424186931,01/12/2023 09:49:46,1701424186777,0,01/12/2023 09:49:46,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,2.2000000001862645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701424192538,01/12/2023 09:49:52,1701424192413,0,01/12/2023 09:49:52,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,5637.799999999814,,,56,,0,1,0,,,,,,Task,façön.wav,façön
10,1701424192701,01/12/2023 09:49:52,1701424192415,0,01/12/2023 09:49:52,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,5637.799999999814,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701424192701,01/12/2023 09:49:52,1701424192417,0,01/12/2023 09:49:52,146089,8,task-umle,,33345223,BLIND,9872942,,complete,,6569aa9c5c13676611c2b205,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x716,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,2,,,,yes,Spreadsheet1,,,END TASK,,,,,35096,,,,,0,1,0,,,,,,,,
1,1701424167925,01/12/2023 09:49:27,1701424167849,1,01/12/2023 10:49:27,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701424191953,01/12/2023 09:49:51,1701424191774,1,01/12/2023 10:49:51,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,23912.80000001192,,,,,0,1,0,,,,,,Prompt,,
3,1701424192011,01/12/2023 09:49:52,1701424191786,1,01/12/2023 10:49:51,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701424192011,01/12/2023 09:49:52,1701424191800,1,01/12/2023 10:49:51,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,16.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701424222386,01/12/2023 09:50:22,1701424222228,1,01/12/2023 10:50:22,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,30443,,,72,,0,1,0,,,,,,Task,marar.wav,marar
6,1701424222458,01/12/2023 09:50:22,1701424222229,1,01/12/2023 10:50:22,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,30443,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701424222458,01/12/2023 09:50:22,1701424222237,1,01/12/2023 10:50:22,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701424222458,01/12/2023 09:50:22,1701424222239,1,01/12/2023 10:50:22,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,2.4000000059604645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701424226961,01/12/2023 09:50:26,1701424226905,1,01/12/2023 10:50:26,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,4668,,,34,,0,1,0,,,,,,Task,façön.wav,façön
10,1701424227071,01/12/2023 09:50:27,1701424226907,1,01/12/2023 10:50:26,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,4668,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701424227071,01/12/2023 09:50:27,1701424226909,1,01/12/2023 10:50:26,146089,8,task-umle,,33345236,BLIND,9872955,,complete,,6569ab5cd4ce915953b157e1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,5,SoundCheckPassed,1,test passed,5,,,,,,yes,Spreadsheet1,,,END TASK,,,,,59060,,,,,0,1,0,,,,,,,,
1,1701424507763,01/12/2023 09:55:07,1701424507607,0,01/12/2023 09:55:07,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701424532728,01/12/2023 09:55:32,1701424532629,0,01/12/2023 09:55:32,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,24949.39999961853,,,,,0,1,0,,,,,,Prompt,,
3,1701424532845,01/12/2023 09:55:32,1701424532639,0,01/12/2023 09:55:32,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701424532845,01/12/2023 09:55:32,1701424532651,0,01/12/2023 09:55:32,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,13.699999809265137,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701424545214,01/12/2023 09:55:45,1701424545140,0,01/12/2023 09:55:45,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,12502.199999809265,,,70,,0,1,0,,,,,,Task,marar.wav,marar
6,1701424545301,01/12/2023 09:55:45,1701424545141,0,01/12/2023 09:55:45,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,12502.199999809265,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701424545301,01/12/2023 09:55:45,1701424545150,0,01/12/2023 09:55:45,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701424545301,01/12/2023 09:55:45,1701424545152,0,01/12/2023 09:55:45,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,2.6999998092651367,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701424553930,01/12/2023 09:55:53,1701424553844,0,01/12/2023 09:55:53,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,8694.400000095367,,,74,,0,1,0,,,,,,Task,façön.wav,façön
10,1701424553997,01/12/2023 09:55:53,1701424553845,0,01/12/2023 09:55:53,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,8694.400000095367,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701424553997,01/12/2023 09:55:53,1701424553848,0,01/12/2023 09:55:53,146089,8,task-umle,,33345413,BLIND,9872980,,complete,,6569ac6257c98464ecddb455,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1486x707,,,,Test Run Phonotactics,5,SoundCheckPassed,3,test passed,,,1,,,,yes,Spreadsheet1,,,END TASK,,,,,46241,,,,,0,1,0,,,,,,,,
1,1701425558891,01/12/2023 10:12:38,1701425558812,1,01/12/2023 11:12:38,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701425580331,01/12/2023 10:13:00,1701425580288,1,01/12/2023 11:13:00,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21431,,,,,0,1,0,,,,,,Prompt,,
3,1701425580430,01/12/2023 10:13:00,1701425580303,1,01/12/2023 11:13:00,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701425580430,01/12/2023 10:13:00,1701425580307,1,01/12/2023 11:13:00,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701425610839,01/12/2023 10:13:30,1701425610807,1,01/12/2023 11:13:30,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,30501,,,93,,0,1,0,,,,,,Task,marar.wav,marar
6,1701425610938,01/12/2023 10:13:30,1701425610808,1,01/12/2023 11:13:30,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,30501,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701425610938,01/12/2023 10:13:30,1701425610821,1,01/12/2023 11:13:30,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701425610938,01/12/2023 10:13:30,1701425610825,1,01/12/2023 11:13:30,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701425614897,01/12/2023 10:13:34,1701425614855,1,01/12/2023 11:13:34,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,4034,,,59,,0,1,0,,,,,,Task,façön.wav,façön
10,1701425614970,01/12/2023 10:13:34,1701425614858,1,01/12/2023 11:13:34,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,4034,,,,,0,1,0,,,,,,Task,façön.wav,façön
11,1701425614970,01/12/2023 10:13:34,1701425614860,1,01/12/2023 11:13:34,146089,8,task-umle,,33345859,BLIND,9873021,,complete,,6569ae5624c274cc4b7783f4,computer,Desktop or Laptop,Mac OS 10.15,Firefox 120.0,1440x900,1326x720,,,,Test Run Phonotactics,5,SoundCheckPassed,2,test passed,,1,,,,,yes,Spreadsheet1,,,END TASK,,,,,56048,,,,,0,1,0,,,,,,,,
1,1701425673735,01/12/2023 10:14:33,1701425672156,1,01/12/2023 11:14:32,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1701425705293,01/12/2023 10:15:05,1701425703732,1,01/12/2023 11:15:03,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,31494.899999976158,,,,,0,1,0,,,,,,Prompt,,
3,1701425705418,01/12/2023 10:15:05,1701425703773,1,01/12/2023 11:15:03,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,marar.wav,marar
4,1701425705418,01/12/2023 10:15:05,1701425703827,1,01/12/2023 11:15:03,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,55.89999997615814,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,marar.wav,marar
5,1701425713446,01/12/2023 10:15:13,1701425711884,1,01/12/2023 11:15:11,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,8112.600000023842,,,100,,0,1,0,,,,,,Task,marar.wav,marar
6,1701425713557,01/12/2023 10:15:13,1701425711886,1,01/12/2023 11:15:11,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,8112.600000023842,,,,,0,1,0,,,,,,Task,marar.wav,marar
7,1701425713557,01/12/2023 10:15:13,1701425711914,1,01/12/2023 11:15:11,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,façön.wav,façön
8,1701425713557,01/12/2023 10:15:13,1701425711920,1,01/12/2023 11:15:11,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,7.199999928474426,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,façön.wav,façön
9,1701425719386,01/12/2023 10:15:19,1701425717841,1,01/12/2023 11:15:17,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,5927.599999904633,,,62,,0,1,0,,,,,,Task,façön.wav,façön
10,1701425719503,01/12/2023 10:15:19,1701425717843,1,01/12/2023 11:15:17,146089,8,task-umle,,33345901,BLIND,9872984,,complete,,6569acf444b76045df88500e,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1600x900,1600x811,,,,Test Run Phonotactics,5,SoundCheckPassed,4,test passed,,,,5,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,5927.599999904633,,,,,0,1,0,,,,,,Task,façön.wav,façön
