lexeme	knows	uses	citation	profs	predicative	accusative	possessive	aorist	infinitive	causative	ulcase
lıkırdamak	y	y	ɫɯkɯɾdamak					ɫɯkɯɾdaɾ		ɫɯkɯɾdatɯɾ	l
libade	n	n									l
libas	y	n	ɫibas	ɫibastʃɯ	ɫibasɯm	ɫibasɯ	ɫibasɯm				l
liberal	y	y	ɫibeɾal	ɫibeɾaldʒi	ɫibeɾalim	ɫibeɾali	ɫibeɾalim				l
libido	y	y	ɫibido	ɫibidodʒu	ɫibidojum	ɫibidoju	ɫibidom				l
libre	y	y	ɫibɾe	ɫibɾedʒi	ɫibɾejim	ɫibɾeji	ɫibɾem				l
libretto	y	y	ɫibɾetto	ɫibɾettodʒu	ɫibɾettojum	ɫibɾettoju	ɫibɾettom				l
lider	y	y	ɫideɾ	ɫideɾdʒi	ɫideɾim	ɫideɾi	ɫideɾim				l
liecli	n	n									l
lied	n	n									l
aşna fişne	y	y	aʃnafiʃne	aʃnafiʃnedʒi	aʃnafiʃnejim	aʃnafiʃneji	aʃnafiʃnem				l
lif	y	y	ɫif	ɫiftʃi	ɫifim	ɫifi	ɫifim				l
lifcam	n	n									l
lifti	n	n									l
liftinuskuru	n	n									l
lig	y	y	ɫig	ɫigdʒi	ɫigim	ɫigi	ɫigim				l
liğen	y	y	ɫeen	ɫeendʒi	ɫeenim	ɫeeni	ɫeenim				l
lihye	n	n									l
lika	n	n									l
liken	n	n									l
likidasyon	y	y	ɫikidasjon	ɫikidasjondʒu	ɫikidasjonum	ɫikidasjonu	ɫikidasjonum				l
likör	y	y	ɫikøɾ	ɫikøɾdʒy	ɫikøɾym	ɫikøɾy	ɫikøɾym				l
likorinos	y	y	ɫikoɾinos	ɫikoɾinostʃu	ɫikoɾinosum	ɫikoɾinosu	ɫikoɾinosum				l
likorinoz	y	y	ɫikoɾinoz	ɫikoɾinozdʒu	ɫikoɾinozum	ɫikoɾinozu	ɫikoɾinozum				l
liman	y	y	ɫiman	ɫimandʒɯ	ɫimanɯm	ɫimanɯ	ɫimanɯm				l
limanlamak	y	y	ɫimanɫamak					ɫimanɫaɾ		ɫimanɫatɯɾ	l
limba	n	n									l
limbo	n	n									l
lime	y	y	ɫi:me	ɫi:medʒi	ɫi:mejim	ɫi:meji	ɫi:mem				l
limit	y	y	ɫimit	ɫimittʃi	ɫimitim	ɫimiti	ɫimitim				l
limon	y	y	ɫimon	ɫimondʒu	ɫimonum	ɫimonu	ɫimonum				l
aşnı	n	n									l
limonata	y	y	ɫimonata	ɫimonatadʒɯ	ɫimonatajɯm	ɫimonatajɯ	ɫimonatam				l
linç	y	y	ɫintʃ	ɫintʃtʃi	ɫintʃim	ɫintʃi	ɫintʃim				l
lineer	n	n									l
link	y	y	ɫink	ɫinktʃi	ɫinkim	ɫinki	ɫinkim				l
linol	n	n									l
linyit	y	y	ɫinjit	ɫinjittʃi	ɫinjidim	ɫinjidi	ɫinjidim				l
lipari	n	n									l
liparit	n	n									l
lipaz	n	n									l
lipitler	y	y	ɫipitɫeɾ	ɫipitɫeɾdʒi	ɫipitɫeɾim	ɫipitɫeɾi	ɫipitɫeɾim				l
acemice	y	y	adʒemidʒe	adʒemidʒedʒi	adʒemidʒejim	adʒemidʒeji	adʒemidʒem				l
aşoz	n	n									l
lipsos	n	n									l
lir	y	y	ɫiɾ	ɫiɾdʒi	ɫiɾim	ɫiɾi	ɫiɾim				l
lira	y	y	ɫiɾa	ɫiɾadʒɯ	ɫiɾajɯm	ɫiɾajɯ	ɫiɾam				l
liret	y	y	ɫiɾet	ɫiɾettʃi	ɫiɾetim	ɫiɾeti	ɫiɾetim				l
lirik	y	y	ɫiɾik	ɫiɾiktʃi	ɫiɾikim	ɫiɾiki	ɫiɾikim				l
lisa	n	n									l
lisan	y	y	ɫisan	ɫisandʒɯ	ɫisanɯm	ɫisanɯ	ɫisa:nɯm				l
lisanaşina	n	n									l
lisans	y	y	ɫisans	ɫisanstʃɯ	ɫisansɯm	ɫisansɯ	ɫisansɯm				l
lisansiye	y	y	ɫisansije	ɫisansijedʒi	ɫisansijejim	ɫisansijeji	ɫisansijem				l
aştırmak	n	n									l
lise	y	y	ɫise	ɫisedʒi	ɫisejim	ɫiseji	ɫisem				l
lisebebin	n	n									l
liste	y	y	ɫiste	ɫistedʒi	ɫistejim	ɫisteji	ɫistem				l
literatür	y	y	ɫiteɾatyɾ	ɫiteɾatyɾdʒy	ɫiteɾatyɾym	ɫiteɾatyɾy	ɫiteɾatyɾym				l
litografya	y	n	ɫitogɯɾafja	ɫitogɯɾafjadʒɯ	ɫitogɯɾafjajɯm	ɫitogɯɾafjajɯ	ɫitogɯɾafjam				l
litre	y	y	ɫitɾe	ɫitɾedʒi	ɫitɾejim	ɫitɾeji	ɫitɾem				l
liturya	n	n									l
lityum	y	y	ɫitjum	ɫitjumdʒu	ɫitjumum	ɫitjumu	ɫitjumum				l
liva	y	y	ɫiva:	ɫiva:dʒɯ	ɫiva:jɯm	ɫiva:jɯ	ɫiva:m				l
livar	y	y	ɫivaɾ	ɫivaɾdʒɯ	ɫivaɾɯm	ɫivaɾɯ	ɫivaɾɯm				l
aşüfte	y	y	aʃifte	aʃiftedʒi	aʃiftejim	aʃifteji	aʃiftem				l
livata	n	n									l
livre	n	n									l
livret	n	n									l
liyakat	y	y	ɫija:kat	ɫija:kattʃɯ	ɫija:katɯm	ɫija:katɯ	ɫija:katɯm				l
liyme	y	y	ɫi:me	ɫi:medʒi	ɫi:mejim	ɫi:meji	ɫi:mem				l
liynet	n	n									l
lizol	y	y	ɫizol	ɫizoldʒy	ɫizolym	ɫizoly	ɫizolym				l
lm	n	n									l
löğusa	y	y	ɫousa	ɫousadʒɯ	ɫousajɯm	ɫousajɯ	ɫousam				l
aşub	n	n									l
lökece	n	n									l
lökoplasti	y	y	ɫøkopɯɫast	ɫøkopɯɫasttʃɯ	ɫøkopɯɫastɯm	ɫøkopɯɫastɯ	ɫøkopɯɫastɯm				l
lökün	n	n									l
löpür	n	n									l
lös	n	n									l
löviye	y	y	ɫøvje	ɫøvjedʒi	ɫøvjejim	ɫøvjeji	ɫøvjem				l
lobelya	n	n									l
lobi	y	y	ɫobi	ɫobidʒi	ɫobijim	ɫobiji	ɫobim				l
lobut	y	y	ɫobut	ɫobuttʃu	ɫobutum	ɫobutu	ɫobutum				l
loça	y	y	ɫotʃa	ɫotʃadʒɯ	ɫotʃajɯm	ɫotʃajɯ	ɫotʃam				l
aşure	y	y	aʃu:ɾe	aʃu:ɾedʒi	aʃu:ɾejim	aʃu:ɾeji	aʃu:ɾem				l
loca	y	y	ɫodʒa	ɫodʒadʒɯ	ɫodʒajɯm	ɫodʒajɯ	ɫodʒam				l
loda	n	n									l
loder	n	n									l
lodos	y	y	ɫodos	ɫodostʃu	ɫodosum	ɫodosu	ɫodosum				l
lofça	y	y	ɫoftʃa	ɫoftʃadʒɯ	ɫoftʃajɯm	ɫoftʃajɯ	ɫoftʃam				l
loğ	n	n									l
loğusa	y	y	ɫousa	ɫousadʒɯ	ɫousajɯm	ɫousajɯ	ɫousam				l
logaritma	y	y	ɫogaɾitma	ɫogaɾitmadʒɯ	ɫogaɾitmajɯm	ɫogaɾitmajɯ	ɫogaɾitmam				l
logistik	y	y	ɫoʒistik	ɫoʒistiktʃi	ɫoʒistiim	ɫoʒistii	ɫoʒistiim				l
lojistik	y	y	ɫoʒistik	ɫoʒistiktʃi	ɫoʒistiim	ɫoʒistii	ɫoʒistiim				l
aşvades	n	n									l
lojman	y	y	ɫoʒman	ɫoʒmandʒɯ	ɫoʒmanɯm	ɫoʒmanɯ	ɫoʒmanɯm				l
loka	n	n									l
lokal	y	y	ɫocal	ɫocaldʒi	ɫocalim	ɫocali	ɫocalim				l
lokanta	y	y	ɫokanta	ɫokantadʒɯ	ɫokantajɯm	ɫokantajɯ	ɫokantam				l
lokatif	y	y	ɫokatif	ɫokatiftʃi	ɫokatifim	ɫokatifi	ɫokatifim				l
lokavt	y	y	ɫokavt	ɫokavttʃɯ	ɫokavtɯm	ɫokavtɯ	ɫokavtɯm				l
lokavut	y	y	ɫokavt	ɫokavttʃɯ	ɫokavtɯm	ɫokavtɯ	ɫokavtɯm				l
lokma	y	y	ɫokma	ɫokmadʒɯ	ɫokmajɯm	ɫokmajɯ	ɫokmam				l
lokomobil	n	n									l
lokum	y	y	ɫokum	ɫokumdʒu	ɫokumum	ɫokumu	ɫokumm				l
aşyermek	y	y	aʃeɾmek					aʃeɾeɾ		aʃeɾdiɾt	l
lolo	n	n									l
lololo	y	y	ɫoɫoɫo	ɫoɫoɫodʒu	ɫoɫoɫojum	ɫoɫoɫoju	ɫoɫoɫom				l
lombar	y	y	ɫumbaɾ	ɫumbaɾdʒɯ	ɫumbaɾɯm	ɫumbaɾɯ	ɫumbaɾɯm				l
lomboz	y	y	ɫomboz	ɫombozdʒu	ɫombozum	ɫombozu	ɫombozum				l
lonca	y	y	ɫondʒa	ɫondʒadʒɯ	ɫondʒajɯm	ɫondʒajɯ	ɫondʒam				l
longpley	y	y	ɫongpiɫej	ɫongpiɫejdʒi	ɫongpiɫejim	ɫongpiɫeji	ɫongpiɫejim				l
longuz	n	n									l
lonjeron	n	n									l
lop	y	y	ɫop	ɫoptʃu	ɫopum	ɫopu	ɫopum				l
lopçuk	y	y	ɫoptʃuk	ɫoptʃuktʃu	ɫoptʃuum	ɫoptʃuu	ɫoptʃuum				l
asa	y	y	a:sa:	a:sa:dʒɯ	a:sa:jɯm	a:sa:jɯ	a:sa:m				l
loppadak	y	y	ɫoppadak	ɫoppadaktʃɯ	ɫoppadaɯm	ɫoppadaɯ	ɫoppadaɯm				l
lopur lopur	n	n									l
loran	n	n									l
lord	y	y	ɫoɾd	ɫoɾddʒu	ɫoɾdum	ɫoɾdu	ɫoɾdum				l
lorentiyum	n	n									l
lorigiller	n	n									l
lort	y	y	ɫoɾd		ɫoɾdum	ɫoɾdum	ɫoɾttʃu				l
lorta	n	n									l
loş	y	y	ɫoʃ	ɫoʃtʃu	ɫoʃum	ɫoʃu	ɫoʃum				l
asâ	y	y	asa:	asa:dʒɯ	asa:jɯm	asa:jɯ	asa:m				l
lostarya	n	n									l
lostra	y	y	ɫostɯɾa	ɫostɯɾadʒɯ	ɫostɯɾajɯm	ɫostɯɾajɯ	ɫostɯɾam				l
lostromo	y	y	ɫostɾomo	ɫostɾomodʒu	ɫostɾomojum	ɫostɾomoju	ɫostɾomom				l
losyon	y	y	ɫosjon	ɫosjondʒu	ɫosjonum	ɫosjonu	ɫosjonum				l
lota	n	n									l
lotarya	y	y	ɫotaɾja	ɫotaɾjadʒɯ	ɫotaɾjajɯm	ɫotaɾjajɯ	ɫotaɾjam				l
loyit	n	n									l
lt	n	n									l
luab	n	n									l
lûbiyat	y	n	lubijat	lubijattʃɯ	lubijatɯm	lubijatɯ	lubijatɯm				l
asab	y	y	a:sap	a:saptʃɯ	a:sa:bɯm	a:sa:bɯ	a:sa:bɯm				l
lûgat	y	y	lugat	lugattʃɯ	lugatɯm	lugatɯ	lugatɯm				l
lûgavî	n	n									l
lûmbar	y	y	lumbaɾ	lumbaɾdʒɯ	lumbaɾɯm	lumbaɾɯ	lumbaɾɯm				l
lûtfen	y	y	ɫytfen	ɫytfendʒi	ɫytfenim	ɫytfeni	ɫytfenim				l
lûtî	n	n									l
lûtuf	y	y	ɫytuf	ɫytuftʃu	ɫytufum	ɫytufu	ɫytufum				l
lüb	y	y	ɫyp	ɫyptʃy	ɫypym	ɫypy	ɫypym				l
lücce	n	n									l
lüfer	y	y	ɫyfeɾ	ɫyfeɾdʒi	ɫyfeɾim	ɫyfeɾi	ɫyfeɾim				l
lügat	y	y	ɫyɟat	ɫyɟattʃɯ	ɫyɟatɯm	ɫyɟatɯ	ɫyɟatɯm				l
acenta	y	y	adʒenta	adʒentadʒɯ	adʒentajɯm	adʒentajɯ	adʒentam				l
asab-	y	y	a:sap	a:saptʃɯ	a:sa:bɯm	a:sa:bɯ	a:sa:bɯm				l
lükata	n	n									l
lüks	y	y	ɫyks	ɫykstʃy	ɫyksym	ɫyksy	ɫyksym				l
lüle	y	y	ɫyɫe	ɫyɫedʒi	ɫyɫejim	ɫyɫeji	ɫyɫem				l
lümen	y	y	ɫymen	ɫymendʒi	ɫymenim	ɫymeni	ɫymenim				l
lüp	y	y	ɫyp	ɫyptʃy	ɫypym	ɫypy	ɫypym				l
lütein	n	n									l
lütesyum	y	y	ɫytesjum	ɫytesjumdʒu	ɫytesjumum	ɫytesjumu	ɫytesjumum				l
lütfen	y	y	ɫytfen	ɫytfendʒi	ɫytfenim	ɫytfeni	ɫytfenim				l
lüzucet	y	y	ɫyzu:dʒet	ɫyzu:dʒettʃi	ɫyzu:dʒetim	ɫyzu:dʒeti	ɫyzu:dʒetim				l
lüzum	y	y	ɫyzum	ɫyzumdʒu	ɫyzumum	ɫyzumu	ɫyzumum				l
asabe	n	n									l
lukata	n	n									l
lululu	y	y	ɫuɫuɫu	ɫuɫuɫudʒu	ɫuɫuɫujum	ɫuɫuɫuju	ɫuɫuɫum				l
lumbago	y	y	ɫumba:go	ɫumba:godʒu	ɫumba:gojum	ɫumba:goju	ɫumba:gom				l
lumpen	y	y	ɫumpen	ɫumpendʒi	ɫumpenim	ɫumpeni	ɫumpenim				l
lun	n	n									l
lup	y	y	ɫup	ɫuptʃu	ɫupum	ɫupu	ɫupum				l
luti	n	n									l
lutr	n	n									l
lx	n	n									l
asakir	y	n	asa:kiɾ	asa:kiɾdʒi	asa:kiɾim	asa:kiɾi	asa:kiɾim				l
m-	n	n									l
ma	n	n									l
mâbed	y	y	ma:bet	ma:bettʃi	ma:bedim	ma:bedi	ma:bedim				l
mâdelet	n	n									l
mâhi	y	y	ma:hi:	ma:hi:dʒi	ma:hi:jim	ma:hi:ji	ma:hi:m				l
mâhur	y	y	ma:huɾ	ma:huɾdʒu	ma:huɾum	ma:huɾu	ma:huɾum				l
mâkes	y	y	ma:kes	ma:kestʃi	ma:kesim	ma:kesi	ma:kesim				l
mâkul	y	y	ma:kul	ma:kuldʒy	ma:kulym	ma:kuly	ma:kulym				l
mâna	y	y	ma:na	ma:nadʒɯ	ma:najɯm	ma:najɯ	ma:nam				l
mânen	y	y	ma:nen	ma:nendʒi	ma:nenim	ma:neni	ma:nenim				l
asal	y	y	asaɫ	asaɫdʒɯ	asaɫɯm	asaɫɯ	asaɫɯm				l
mâni	y	y	ma:ni	ma:nidʒi	ma:nijim	ma:niji	ma:nim				l
mâraz	y	y	ma:ɾuz	ma:ɾuzdʒu	ma:ɾuzum	ma:ɾuzu	ma:ɾuzum				l
mâreke	n	n									l
mâruf	y	y	ma:ɾuf	ma:ɾuftʃu	ma:ɾufum	ma:ɾufu	ma:ɾufum				l
mâruz	y	y	ma:ɾuz	ma:ɾuzdʒu	ma:ɾuzum	ma:ɾuzu	ma:ɾuzum				l
mâşer	y	y	maʃʃeɾ	maʃeɾdʒi	maʃeɾim	maʃeɾi	maʃeɾim				l
mâşuk	y	y	ma:ʃuk	maʃuktʃu	ma:ʃukum	ma:ʃuu	maʃuum				l
mâsara	n	n									l
mâsebak	n	n									l
mâsiva	n	n									l
asalak	y	y	asaɫak	asaɫaktʃɯ	asaɫaɯm	asaɫaɯ	asaɫaɯm				l
mâsum	y	y	ma:sum	ma:sumdʒu	ma:sumum	ma:sumu	ma:sumum				l
mâtuf	y	y	ma:tuf	ma:tuftʃu	ma:tufum	ma:tufu	ma:tufum				l
mâtuh	n	n									l
maa	n	n									l
maabahçe	n	n									l
maabid	n	n									l
maabir	n	n									l
maada	y	y	maada	maadadʒɯ	maadaɯm	maadaɯ	maadaɯm				l
maadin	n	n									l
maahaza	y	y	ma:haza:	ma:haza:dʒɯ	ma:haza:jɯm	ma:haza:jɯ	ma:haza:m				l
asalet	y	y	asa:ɫet	asa:ɫettʃi	asa:ɫetim	asa:ɫeti	asa:ɫetim				l
maaile	y	y	ma:aiɫe	ma:aiɫedʒi		ma:aiɫeji	ma:aiɫem				l
maal	n	n									l
maalesef	y	y	ma:ɫesef	ma:ɫeseftʃi	ma:ɫesefim	ma:ɫesefi	ma:ɫesefim				l
maali	y	y	meaɫi	meaɫidʒi	meaɫijim	meaɫiji	meaɫim				l
maaliftihar	n	n									l
maamafih	y	y	ma:mafi	ma:mafihtʃi	ma:mafijim	ma:mafiji	ma:mafijim				l
maan	n	n									l
maani	n	n									l
maarif	y	y	ma:ɾif	ma:ɾiftʃi	ma:ɾifim	ma:ɾifi	ma:ɾifim				l
maaş	y	y	ma:ʃ	ma:ʃtʃɯ	ma:ʃɯm	ma:ʃɯ	ma:ʃɯm				l
asam	n	n									l
maatteessüf	y	y	ma:teessyf	ma:teessyftʃy	ma:teessyfym	ma:teessyfy	ma:teessyfym				l
maattessüf	y	y	ma:teessyf	ma:teessyftʃy	ma:teessyfym	ma:teessyfy	ma:teessyfym				l
maazalik	n	n									l
maazallah	y	y	maazaɫɫah	maazaɫɫahtʃɯ	maazaɫɫahɯm	maazaɫɫahɯ	maazaɫɫahɯm				l
maaziyadeten	n	n									l
mabat	y	y	ma:bat	ma:battʃɯ	ma:ba:dɯm	ma:ba:dɯ	ma:ba:dɯm				l
mabadiittabia	n	n									l
mabaid	y	y	ma:ba:jit	ma:ba:jittʃi	ma:ba:jidim	ma:ba:jidi	ma:ba:jidim				l
mabaki	n	n									l
mabet	y	y	ma:bet	ma:bettʃi	ma:betim	ma:beti	ma:betim				l
asansör	y	y	asansøɾ	asansøɾdʒy	asansøɾym	asansøɾy	asansøɾym				l
mabeyin	y	n	ma:bejin	ma:bejindʒi	ma:bejinim	ma:bejini	ma:bejinim				l
mabih-	n	n									l
mablak	n	n									l
mabud	y	y	mabut	mabuttʃu	mabudum	mabudu	mabudum				l
mabude	y	y	ma:bude	ma:budedʒi	ma:budejim	ma:budeji	ma:budem				l
maç	y	y	matʃ	matʃtʃɯ	matʃɯm	matʃɯ	matʃɯm				l
maça	y	y	matʃa	matʃadʒɯ	matʃajɯm	matʃajɯ	matʃam				l
maçuna	y	y	matʃuna	matʃunadʒɯ	matʃunajɯm	matʃunajɯ	matʃunam				l
macar	n	n									l
macera	y	y	ma:dʒeɾa:	ma:dʒeɾa:dʒɯ	ma:dʒeɾa:jɯm	ma:dʒeɾa:jɯ	ma:dʒeɾam				l
asap	y	y	a:sap	a:saptʃɯ	a:sabɯm	a:sabɯ	a:sabɯm				l
macid	n	n									l
macun	y	y	ma:dʒun	ma:dʒundʒu	ma:dʒunum	ma:dʒunu	ma:dʒunum				l
mad	n	n									l
madalya	y	y	madalja	madaljadʒɯ	madaljajɯm	madaljajɯ	madaljam				l
madam	y	y	madam	madamdʒɯ	madamɯm	madamɯ	madamɯm				l
madampol	n	n									l
madde	y	y	madde	maddedʒi	maddejim	maddeji	maddem				l
maddecilik	y	y	maddedʒi	maddedʒi	maddedʒijim	maddedʒiji	maddedʒim				l
madem	y	y	ma:dem	ma:demdʒi	ma:demim	ma:demi	ma:demim				l
mademki	y	y	ma:dem	ma:demdʒi	ma:demim	ma:demi	ma:demim				l
maden	y	y	ma:den	ma:dendʒi	ma:denim	ma:deni	ma:denim				l
madenbilim	y	y	ma:denbiɫim	ma:denbiɫimdʒi	ma:denbiɫimim	ma:denbiɫimi	ma:denbiɫimim				l
mader	y	y	ma:deɾ	ma:deɾdʒi	ma:deɾim	ma:deɾi	ma:deɾim				l
madik	y	y	madik	madiktʃi	madiim	madii	madiim				l
madrabaz	y	y	madɾabaz	madɾabazdʒɯ	madɾabazɯm	madɾabazɯ	madɾabazɯm				l
madrepor	n	n									l
madrub	n	n									l
madrup	n	n									l
madud	n	n									l
madukkân	n	n									l
acep	y	y	adʒep	adʒeptʃi	adʒepim	adʒepi	adʒepim				l
asas	n	n									l
madum	n	n									l
madun	y	y	ma:dun	ma:dundʒu	ma:du:num	ma:du:nu	ma:du:num				l
maestoso	n	n									l
mafa	n	n									l
mafat	n	n									l
mafe	n	n									l
mafevk	y	y	ma:fevk	ma:fevktʃi	ma:fevkim	ma:fevki	ma:fevkim				l
mafiş	y	y	ma:fiʃ	ma:fiʃtʃi	ma:fiʃim	ma:fiʃi	ma:fiʃim				l
mafizzamir	n	n									l
mafsal	y	y	mafsaɫ	mafsaɫdʒɯ	mafsaɫɯm	mafsaɫɯ	mafsaɫɯm				l
asayiş	y	y	asa:jiʃ	asa:jiʃtʃi	asa:jiʃim	asa:jiʃi	asa:jiʃim				l
mafu	n	n									l
mağ	n	n									l
mağara	y	y	ma:ɾa	ma:ɾadʒɯ	ma:ɾajɯm	ma:ɾajɯ	ma:ɾam				l
mağaza	y	y	ma:za	ma:zadʒɯ	ma:zajɯm	ma:zajɯ	ma:zam				l
mağdur	y	y	ma:duɾ	ma:duɾdʒu	ma:duɾum	ma:duɾu	ma:duɾum				l
mağfiret	y	y	ma:fiɾet	ma:fiɾettʃi	ma:fiɾetim	ma:fiɾeti	ma:fiɾetim				l
mağlata	n	n									l
mağlûb	y	y	ma:lup	ma:luptʃu	ma:lubum	ma:lubu	ma:lubum				l
mağlubiyet	y	y	ma:lubijet	ma:lubijettʃi	ma:lubijetim	ma:lubijeti	ma:lubijetim				l
mağmum	n	n									l
asbaşkan	y	y	asbaʃkan	asbaʃkandʒɯ	asbaʃkanɯm	asbaʃkanɯ	asbaʃkanɯm				l
mağrı	n	n									l
mağrıb	y	y	ma:ɾɯp	ma:ɾɯptʃɯ	ma:ɾɯbɯm	ma:ɾɯbɯ	ma:ɾɯbɯm				l
mağruk	n	n									l
mağrur	y	y	ma:ɾuɾ	ma:ɾuɾdʒu	ma:ɾuɾum	ma:ɾuɾu	ma:ɾuɾum				l
mağşuş	n	n									l
mağz	y	y	ma:z	ma:zdʒɯ	ma:zɯm	ma:zɯ	ma:zɯm				l
magazin	y	y	magazin	magazindʒi	magazinim	magazini	magazinim				l
magnezya	n	n									l
mahafil	y		mahafiɫ	mahafiɫdʒi	mahafiɫim	mahafiɫi	mahafiɫim				l
asbaşkanlık	y	y	asbaʃkan	asbaʃkandʒɯ	asbaʃkanɯm	asbaʃkanɯ	asbaʃkanɯm				l
mahakim	y	n	maha:kim	maha:kimdʒi	maha:kimim	maha:kimi	maha:kimim				l
mahal	y	y	mahal	mahaldʒi	mahalim	mahali	mahalim				l
mahalâkallah	n	n									l
mahallât	n	n									l
mahalle	y	y	mahaɫɫe	mahaɫɫedʒi	mahaɫɫejim	mahaɫɫeji	mahaɫɫem				l
mahallebi	y	y	mahaɫɫebi	mahaɫɫebidʒi	mahaɫɫebijim	mahaɫɫebiji	mahaɫɫebim				l
mahalleli	y	y	mahalɫeɫi	mahalɫeɫidʒi	mahalɫeɫijim	mahalɫeɫiji	mahalɫeɫim				l
mahalsiz	y	y	mahalsiz	mahalsizdʒi	mahalsizim	mahalsizi	mahalsizim				l
maharet	y	y	maha:ɾet	maha:ɾettʃi	maha:ɾetim	maha:ɾeti	maha:ɾetim				l
mahaşerallah	y	y	mahʃeɾaɫɫah	mahʃeɾaɫɫahtʃɯ	mahʃeɾaɫɫahɯm	mahʃeɾaɫɫahɯ	mahʃeɾaɫɫahɯm				l
asbest	y	y	asbest	asbesttʃi	asbestim	asbesti	asbestim				l
mahasin	n	n									l
mahazir	n	n									l
mahbemah	n	n									l
mahbes	n	n									l
mahbub	n	n									l
mahbus	y	y	mahpus	mahpustʃu	mahpusum	mahpusu	mahpusum				l
mahcub	y	y	mahdʒup	mahdʒuptʃu	mahdʒubum	mahdʒubu	mahdʒubum				l
mahcubiyet	y	y	mahtʃu:bijet	mahtʃu:bijettʃi	mahtʃu:bijetim	mahtʃu:bijeti	mahtʃu:bijetim				l
mahcur	y	y	mahdʒuɾ	mahdʒuɾdʒu	mahdʒuɾum	mahdʒuɾu	mahdʒuɾum				l
mahcuz	y	y	mahdʒuz	mahdʒuzdʒu	mahdʒuzum	mahdʒuzu	mahdʒuzum				l
aselbend	n	n									l
mahdud	y	y	mahdut	mahduttʃu	mahdudum	mahdudu	mahdudum				l
mahdum	y	y	mahdum	mahdumdʒu	mahdumum	mahdumu	mahdumum				l
mahdut	y	y	mahdut	mahduttʃu	mahdutum	mahdutu	mahdutum				l
mahfaza	n	n	mahfaza	mahfazadʒɯ	mahfazajɯm	mahfazajɯ	mahfazam				l
mahfe	n	n									l
mahfi	y	y	mahfi:	mahfi:dʒi	mahfi:jim	mahfi:ji	mahfi:m				l
mahfil	y	y	mahfiɫ	mahfiɫdʒi	mahfiɫim	mahfiɫi	mahfiɫim				l
mahfuz	y	y	mahfuz	mahfuzdʒu	mahfuzum	mahfuzu	mahfuzum				l
mahıv	n	n									l
mahir	y	y	ma:hiɾ	ma:hiɾdʒi	ma:hiɾim	ma:hiɾi	ma:hiɾim				l
aselbent	n	n									l
mahitab	n	n									l
mahiye	n	n									l
mahiyet	y	y	ma:hijet	ma:hijettʃi	ma:hijetim	ma:hijeti	ma:hijetim				l
mahkeme	y	y	mahkeme	mahkemedʒi	mahkemejim	mahkemeji	mahkemem				l
mahkemeli	y	n	mahkemeɫi	mahkemeɫidʒi	mahkemeɫijim	mahkemeɫiji	mahkemeɫim				l
mahkûk	n	n									l
mahkûm	y	y	mahcum	mahcumdʒu	mahcumum	mahcumu	mahcumum				l
mahlâs	y	y	mahlas	mahlastʃɯ	mahlasɯm	mahlasɯ	mahlasɯm				l
mahlas	y	y	mahɫas	mahɫastʃɯ	mahɫasɯm	mahɫasɯ	mahɫasɯm				l
mahleb	n	n									l
asenkron	y	y	asenkɯɾon	asenkɯɾondʒu	asenkɯɾonum	asenkɯɾonu	asenkɯɾonum				l
mahlep	n	n									l
mahlû	y	y	mahluk	mahluktʃu	mahlu:kum	mahlu:ku	mahluum				l
mahlûk	y	y	mahluk	mahluktʃu	mahlukum	mahlu:ku	mahluum				l
mahlûl	y	y	mahlul	mahluldʒy	mahlulym	mahluly	mahlulym				l
mahlût	n	n									l
mahluk	y	y	mahluk	mahluktʃu	mahluum	mahluu	mahluum				l
mahlul	y	y	mahlul	mahluldʒu	mahlulum	mahlulu	mahlulum				l
mahlut	y	y	mahlut	mahluttʃu	mahlutum	mahlutu	mahlutum				l
mahmi	n	n									l
mahmude	n	n									l
asepsi	n	n									l
mahmul	y	y	mahmul	mahmuldʒy	mahmulym	mahmuly	mahmulym				l
mahmum	y	n	mahmum	mahmumdʒu	mahmumum	mahmumu	mahmumum				l
mahmur	y	y	mahmuɾ	mahmuɾdʒu	mahmuɾum	mahmuɾu	mahmuɾum				l
mahmuz	y	y	mahmuz	mahmuzdʒu	mahmuzum	mahmuzu	mahmuzum				l
mahnuk	n	n									l
mahpus	y	y	mahpus	mahpustʃu	mahpusum	mahpusu	mahpusum				l
mahra	n	n									l
mahrama	n	n									l
mahrec	y	y	mahɾetʃ	mahɾetʃtʃi	mahɾedʒim	mahɾedʒi	mahɾedʒim				l
ases	n	n									l
mahreç	y	y	mahɾetʃ	mahɾetʃtʃi	mahɾedʒim	mahɾedʒi	mahɾedʒim				l
mahrek	y	y	mahɾek	mahɾektʃi	mahɾekim	mahɾeki	mahɾekim				l
mahrem	y	y	mahɾem	mahɾemdʒi	mahɾemim	mahɾemi	mahɾemim				l
mahruk	y	y	mahɾuk	mahɾuktʃu	mahɾuum	mahɾuu	mahɾuum				l
mahrum	y	y	mahɾum	mahɾumdʒu	mahɾumum	mahɾumu	mahɾumum				l
mahrusa	n	n									l
mahrut	y	n	mahɾut	mahɾuttʃu	mahɾutum	mahɾutu	mahɾutum				l
mahşer	y	y	mahʃeɾ	mahʃeɾdʒi	mahʃeɾim	mahʃeɾi	mahʃeɾim				l
mahsûs	y	y	mahsus	mahsustʃu	mahsu:sum	mahsu:su	mahsu:sum				l
