lexeme	etymology	ulcase	id	source
deprembilim	Tr	l	4792	ize
depremek	Tr	l	4793	ize
deprenmek	Tr	l	4794	ize
derbeder	Fars	l	4801	ize
aklanma	Tr	l	481	ize
dere	Fars	l	4810	ize
derebeyi	Tr	l	4811	ize
derece	Ar	l	4812	s75
dergi	Tr	l	4816	ize
derhal	Fars+ar	l	4817	ize
deri	Tr	l	4819	ize
aklen	Ar	l	482	ize
derialti@	Tr	l	4820	ize
akletmek	Ar-tr-tr	l	483	ize
derman	Fars	l	4838	ize
akleylek	Tr+ar	l	484	ize
derme	Tr	l	4841	ize
dermek	Tr	l	4842	ize
dernek	Tr	l	4844	ize
ders	Ar	l	4848	ize; s75
dershane	Ar+fars	l	4849	ize
akli	Ar	l	485	ize; s75
dert	Fars	l	4850	ize
dertlenmek	Fars-tr-tr	l	4851	ize
dertsiz	Fars-tr	l	4853	ize
akli@	Ar	l	486	ize; s75
derya	Fars	l	4860	ize
des@elemek	Tr	l	4863	ize
des@ik	Tr	l	4865	ize
akli@@	Ar	l	487	ize; s75
destan	Fars	l	4875	ize
deste	Fars	l	4877	ize
destek	Fars	l	4878	ize
destekdoku	Fars+tr	l	4879	ize
akli@k	Tr	l	488	ize
destelemek	Fars-tr-tr	l	4880	ize
akli@nca	Ar-tr-tr	l	489	ize
dev	Fars	l	4891	ize
deva	Ar	l	4892	s75
devanasi@	Fars+hitl-tr	l	4899	ize
abdu@lleziz	Ar	l	49	mno1
akli@si@ra	Ar-tr+tr	l	490	ize
devindirme	Tr	l	4909	ize
devkazani@	Fars+?-tr	l	4914	ize
devlet	Ar	l	4915	s75
devletc@e	Ar-tr	l	4916
akma	Tr	l	492	ize
devrim	Tr	l	4928	ize
akmadde	Tr-ar	l	493	ize
akmak	Tr	l	494	ize
deyn	Ar	l	4941	s75
akmantar	Tr+yun	l	495	ize
di@s@	Tr	l	4953	ize
di@s@ac@eken	Tr	l	4954	ize
di@s@arda	Tr	l	4955	ize
di@s@ardan	Tr	l	4956	ize
di@s@ari@	Tr	l	4957	ize
di@s@asalak	Tr+?	l	4959	ize
akmes@e	Tr-fars	l	496	ize
di@s@ki@	Tr	l	4962	ize
di@s@li@	Tr	l	4963	ize
di@s@yu@z	Tr	l	4964	ize
dibek	Tr	l	4975	ize
akompanyato@r	Fr accompgnateur	l	498	mno2
akonitin	Fr aconitine	l	499	mno2
dik	Tr	l	4993	ize
dikey	Tr	l	4999	ize
a@ra	Ar	l	5	gh
abdu@ssela@m	Ar	l	50	mno1
akont	Fr acompte	l	500	mno2
akord	Fr accord	l	501	mno2
dikkat	Ar	l	5010	s75
dikkatli	Ar-tr	l	5011
dikleme	Tr	l	5012	ize
dil	Tr til	l	5026	ize
dilalti@	Tr	l	5029	ize
dilbali@g@i@	Tr +tr	l	5031	ize; ize
dilbaz	Tr+fars	l	5032	ize
dilbilgisel	Tr	l	5034	ize
dilcik	Tr	l	5035	ize
dilebesi	Tr+jap	l	5037	ize
dilek	Tr	l	5038	ize
dilekc@e	Tr	l	5039	ize
dilemek	Tr	l	5041	ize
dilim	Tr	l	5044	ize
dilinim	Tr	l	5045	ize
dillendirme	Tr	l	5047	ize
dillenmek	Tr	l	5048	ize
dilli	Tr	l	5049	ize
akoz	Yun	l	505	ct; ap
dilme	Tr	l	5050	ize
dilmek	Tr	l	5051	ize
dilpeyniri	Tr+fars-tr	l	5054	ize
dilsiz	Tr	l	5056	ize
akpas	Tr+?	l	506	ize
akraba	Ar akraba	l	507	ize; s75
akran	Ar akran	l	508	ize; s75
dinlemek	Tr ti@ng@-tr-tr	l	5086	ize
dinletmek	Tr	l	5088	ize
dinleyici	Tr	l	5089	ize
akreb	Ar akreb	l	509	ize; s75
akreditif	Fr accredittif	l	510	ap; mno2
diploma	Yun	l	5104	ize
dipnot	Tr+?	l	5106	ize
akrep	Ar	l	511	ize; s75
direk	Tr	l	5112	ize
diremek	Tr	l	5114	ize
diren	Yun?	l	5115	ct
direnmek	Tr	l	5116	ize
dirhem	Ar	l	5119	s75
diri	Tr	l	5120	ize
dirilik	Tr	l	5126	ize
dirilmek	Tr	l	5127	ize
dis@	Tr	l	5133	ize
dis@bademi	Tr+fars	l	5134	ize
dis@i	Tr	l	5135	ize
dis@kari@s@ti@racag@i@	Tr	l	5138	ize
dis@lek	Tr	l	5139	ize
akrobasi	Yun	l	514	ap
dis@li	Tr	l	5140	ize
dis@otu	Tr	l	5141	ize
divan	Ar	l	5156	gh
divane	Fars	l	5157	ize
divanhane	Fars	l	5158	ize
aks-	Ar	l	516	s75
divit	Ar	l	5162	s75
aks@am	Har akhs@am	l	517	ize
diyar	Ar	l	5170	ize; s75
diz	Tr	l	5178	ize
aks@amci@	Har-tr	l	518	ize
dizbag@i@	Tr	l	5181	ize
aks@ar	Tr	l	519	ize
dizkapag@i@	Tr	l	5194	ize
dizu@stu@	Tr	l	5197	ize
aksa	Ar aksa@	l	520	tdk
aksak	Tr	l	521	ize
aksakal	Tr	l	522	ize
aksakli@k	Tr	l	523	ize
aksam	Ar	l	524	gh
aksama	Tr	l	525	ize
dobra	Isl	l	5254	ize
dog@a	Tr	l	5258	ize
dog@aci@	Tr	l	5259	ize
aksamak	Tr	l	526	ize
dog@al	Tr	l	5260	ize
dog@alci@	Tr	l	5261	ize
dog@ma	Tr	l	5266	ize
dog@mak	Tr	l	5267	ize
aksan	Fr accent	l	527	ap
dog@u	Tr	l	5272	ize
dog@ubilim	Tr	l	5273	ize
dog@um	Tr	l	5274	ize
dog@umevi	Tr	l	5275	ize
dog@uranlar	Tr	l	5276	ize
dog@urmak	Tr	l	5277	ize
dog@us@	Tr	l	5278	ize
dog@usal	Tr	l	5279	ize
aksata	Ar ahzu@ita	l	528	ize
doksan	Tr	l	5283	ize
doku	Tr	l	5286	ize
dokuma	Tr	l	5288	ize
dokumak	Tr	l	5289	ize
aksatmak	Tr	l	529	ize
dokunac@	Tr	l	5290	ize
dokunakli@	Tr	l	5291	ize
dokundurmak	Tr	l	5292	ize
dokunma	Tr	l	5293	ize
dokunmak	Tr	l	5294	ize
dokunsal	Tr	l	5295	ize
dokunulmazli@k	Tr	l	5296	ize
dokunur	Tr	l	5297	ize
aberan	Fr	l	53	ap
akse	Fr accès	l	530	ap; mno1
dokusalli@k	Tr	l	5301	ize
dokutmak	Tr	l	5302	ize
dokuz	Tr	l	5303	ize
dokuzar	Tr	l	5304	ize
dolab	Ar	l	5306	ize
dolak	Tr	l	5308	ize
dolam	Tr	l	5309	ize
aksedir	Tr + lat	l	531	ize, mno1
dolamak	Tr	l	5310	ize
dolambac@	Tr	l	5311	ize
dolami@k	Tr	l	5312	ize
dolan	Tr	l	5313	ize
dolandi@rmak	Tr	l	5314	ize
dolap	Ar dulla@b	l	5315	ize
dolapc@i@	Ar-tr	l	5316	ize
dolas@	Tr	l	5318	ize
dolas@mak	Tr	l	5319	ize
doldurma	Tr	l	5323	ize
doldurmak	Tr	l	5324	ize
dolgu	Tr	l	5326	ize
dolgun	Tr	l	5327	ize
akseptans	Fr	l	533	ap
dolma	Tr	l	5330	ize
dolmak	Tr	l	5331	ize
dolmus@	Tr	l	5333	ize
doludizgin	Tr+?	l	5336	ize
dolunay	Tr	l	5338	ize
aksesuar	Fr accessoire	l	534	mno2
domuz	Tr	l	5346	ize
domuzayag@i@	Tr	l	5347	ize
don	Sanskr	l	5348	ize
aksetmek	Ar+tr	l	535	ize
donakalmak	Tr	l	5350	ize
donama	Sanskr-tr	l	5351	ize
donani@m	Sanskr-tr	l	5352	ize
donanma	Sanskr-tr	l	5353	ize
donanmak	Sanskr-tr	l	5354	ize
donati@	Sanskr-tr	l	5355	ize
donatmak	Sanskr-tr-tr	l	5356	ize
dondurma	Tr	l	5357	ize
aksi	Ar aksi	l	536	ize; s75
donma	Tr	l	5362	ize
donsuz	Sanskr-tr	l	5365	ize
donuk	Tr	l	5366	ize
aksi@ri@k	Tr ag@si@rmak, ahsi@rm	l	537	ize
dost	Fars	l	5376	ize
dostane	Fars	l	5377	ize
dosya	Fr dossier	l	5378	ize
doy	Tr	l	5379	ize
aksilenmek	Ar+tr-tr-tr	l	538	ize
doymak	Tr	l	5380	ize
doyum	Tr	l	5381	ize
doyurmak	Tr	l	5382	ize
abes	Ar	l	54	s75, mno1
akso@g@u@t	Tr +?	l	540	ize
du@du@c@kin	Tr	l	5411	ize
du@du@k	Tr	l	5412	ize
du@du@kc@u@	Tr	l	5413	ize
du@g@me	Tr	l	5416	ize
du@g@mu@k	Tr	l	5418	ize
akson	Fr	l	542	ap
du@g@u@m	Tr	l	5420	ize
du@g@u@n	Tr	l	5422	ize
du@g@u@ncu@	Tr	l	5423	ize
du@han	Ar	l	5425	s75
du@kka@n	Ar >fars >; ar	l	5427	ize; s75
du@kkan	Ar >fars >; ar	l	5428	ize; s75
aksoy	Tr+?	l	543	ize
du@lger	Fars	l	5430	ize
du@mbelek	Fars	l	5431	ize
du@men	Itl timone	l	5434	ize
du@menci	Itl-tr	l	5435	ize
du@n	Tr	l	5437	ize
du@nu@r	Tr	l	5439	ize
aksoylu	Tr+?-tr	l	544	ize
du@nu@rcu@	Tr	l	5440	ize
du@nya	Ar	l	5441	ize; s75
du@nyali@k	Ar-tr	l	5442	ize
du@nyevi@@	Ar	l	5443	ize
du@rbu@n	Fars	l	5449	ize
aksu	Tr+har	l	545	ize
du@rmek	Tr	l	5452	ize
du@ru@m	Tr	l	5455	ize
du@ru@st	Fars	l	5457	ize
aksu@la@mel	Ar	l	546	tdk
du@s@	Tr	l	5460	ize
du@s@elge	Tr	l	5461	ize
du@s@erlik	Tr	l	5462	ize
du@s@gelmek	Tr	l	5466	ize
du@s@ku@	Tr	l	5468	ize
du@s@ku@n	Tr	l	5469	ize
aksu@lamel	Ar	l	547	tdk
du@s@ku@nezen	Tr	l	5470	ize
du@s@lem	Tr	l	5471	ize
du@s@me	Tr	l	5474	ize
du@s@mek	Tr	l	5475	ize
du@s@u@k	Tr	l	5478	ize
du@s@u@n	Tr	l	5480	ize
du@s@u@nce	Tr	l	5481	ize
du@s@u@ncel	Tr	l	5482	ize
du@s@u@nme	Tr	l	5483	ize
du@s@u@nmek	Tr	l	5484	ize
du@s@u@nu@s@	Tr	l	5485	ize
du@s@u@rme	Tr	l	5486	ize
du@s@u@rmek	Tr	l	5487	ize
du@s@u@rtmek	Tr	l	5488	ize
du@s@u@s@	Tr	l	5489	ize
akt-	Ar	l	549	gh
aktar	Ar attar	l	550	tdk
du@z	Tr	l	5501	ize
du@zayak	Tr	l	5502	ize
du@ze	Tr	l	5503	ize
du@zelmek	Tr	l	5504	ize
du@zem	Tr	l	5505	ize
du@zen	Tr	l	5506	ize
du@zenbaz	Tr+fars	l	5507	ize
du@zetmek	Tr	l	5508	ize
du@zey	Tr	l	5509	ize
du@zgu@	Tr	l	5510	ize
du@zgu@n	Tr	l	5511	ize
du@zgu@ncu@	Tr	l	5512	ize
du@zgu@sel	Tr	l	5513	ize
du@zine	Itl	l	5514	ize
du@zkanatli@lar	Tr	l	5515	ize
du@zlemek	Tr	l	5516	ize
du@zlu@k	Tr	l	5517	ize
du@zme	Tr	l	5518	ize
du@zmek	Tr	l	5519	ize
aktarma	Tr	l	552	ize
du@ztaban	Tr+?	l	5520	ize
dua	Ar	l	5523	ize; s75
duaci@	Ar-tr	l	5524	ize
aktavs@an	Tr	l	553	ize
dudak	Tr	l	5531	ize
dudakli@	Tr	l	5532	ize
dul	Tr	l	5537	ize
dulavratotu	Tr+ar+tr-tr	l	5538	ize
aktif	Fr actif	l	554	mno2
dulluk	Tr	l	5540	ize
duman	Sanskr	l	5544	ize
dumanci@	Sanskr-tr	l	5545	ize
dur	Tr	l	5552	ize
durag@an	Tr	l	5555	ize
durak	Tr	l	5556	ize
durakalmak	Tr	l	5557	ize
duraklama	Tr	l	5559	ize
dural	Tr	l	5560	ize
duran	Tr	l	5562	ize
durdurmak	Tr	l	5564	ize
durgu	Tr	l	5566	ize
durgun	Tr	l	5567	ize
durma	Tr	l	5568	ize
durmak	Tr	l	5569	ize
aktu@alite	Fr	l	557	ap
durmaksi@zi@n	Tr	l	5570	ize
duru	Tr	l	5571	ize
durulamak	Tr	l	5573	ize
durulmak	Tr	l	5574	ize
durum	Tr	l	5575	ize
durus@	Tr	l	5576	ize
durus@ma	Tr	l	5577	ize
durus@mak	Tr	l	5578	ize
dut	Fars; ar	l	5581	ize; s75
dutc@uluk	Fars-tr-tr; ar-	l	5582	ize; s75
duvak	Tr	l	5584	ize
duvar	Fars	l	5585	ize
duvarci@	Fars-tr	l	5586	ize
duyar	Tr	l	5588	ize
duyganli@k	Tr	l	5589	ize
duygu	Tr	l	5590	ize
duygudas@	Tr	l	5591	ize
duymak	Tr	l	5593	ize
duyu	Tr	l	5594	ize
duyum	Tr	l	5595	ize
duyunc@	Tr	l	5597	ize
duyurca	Tr	l	5598	ize
duyusal	Tr	l	5599	ize
abi@hayat	Fars+ar (fars)	l	56	s75
aku@mu@lato@r	Fr accumulateur	l	560	mno2
duziko	Yun	l	5600	ct
eali	Ar	l	5602	mno1
eazim	Ar	l	5603	mno1
ebad	Ar	l	5605	mno1
ebabil	Ar	l	5606	mno1
ebat	Ar	l	5607	mno1
ebced	Ar	l	5608	mno1
ebe	Jap uba	l	5610	ize
ebed	Ar	l	5611	s75
ebed-	Ar	l	5612	s75
ebenced	Ar	l	5614	mno1
ebet	Ar	l	5615	s75
ebeveyn	Ar	l	5616	mno1
ebher	Ar	l	5617	mno1
ebkem	Ar	l	5618	mno1
ebleh	Ar	l	5619	s75
akur	Ar	l	562	mno1
ebniye	Ar	l	5620	mno1
eboniti	Fr	l	5621	ap
ebr	Fars	l	5622	mno1
ebru	Fars	l	5623	mno1
ebu@hevl	Ar	l	5624	mno1
ebu@lyoskop	Lat yun	l	5625	tdk
ec@hel	Ar	l	5627	mno1
ecanib	Ar	l	5628	mno1
ecdad	Ar	l	5629	s75
akval	Ar	l	563	gh
ecdat	Ar	l	5630	s75
ecekto@r	Br	l	5632	ym
ecel	Ar	l	5633	ize; s75
echel	Ar	l	5634	mno1
eci@@r	Ar	l	5636	mno1
ecil	Ar	l	5637	s75
ecinni	Ar	l	5638	ize
ecir	Ar	l	5639	mno1
akvam	Ar akva@m	l	564	tdk
ecla@f	Ar	l	5642	mno1
ecnas	Ar	l	5643	mno1
ecnebi	Ar	l	5644	ize
ecram	Ar	l	5645	mno1
ecsad	Ar	l	5646	mno1
ecsam	Ar	l	5647	mno1
ecvef	Ar	l	5648	mno1
akvarel	Fr aquarelle	l	565	tdk
ecza	Ar	l	5650	ize; s75
eda	Ar	l	5654	mno1
edani	Ar	l	5655	mno1
edat	Ar	l	5656	mno1
edeb	Ar	l	5658	ize; s75
edeb-	Ar	l	5659	ize; s75
akvaryum	Lat	l	566	ap
edep	Ar	l	5661	s75
edevat	Ar	l	5664	mno1
edib	Ar	l	5666	ize
akya	Lat?	l	567	ap
edille	Ar	l	5670	mno1
edip	Ar	l	5675	mno1
edisyon	Br	l	5677	ym
edito@r	Br	l	5678	ym
edna	Ar	l	5679	mno1
akyazi@	Tr	l	568	ize
edvar	Ar	l	5680	mno1
edviye	Ar	l	5681	mno1
edyan	Ar	l	5682	mno1
efal	Ar	l	5684	mno1
efe	Yun ephebos	l	5685	ize
efedrin	Br	l	5686	ym
efekt	Br	l	5687	ym
efelek	Br	l	5688	ym
efendi	Yun authentes	l	5691	ize
efil	Yun? (small leaf)	l	5693	ct
efka@r	Ar	l	5694	s75
efka@ri@umumiye	Ar	l	5695	mno1
efla@k	Ar	l	5696	mno1
abi@revan	Fars	l	57	mno1
ala	Mon alag	l	570	ize
efrad	Ar	l	5700	mno1
efrat	Ar	l	5701	mno1
efrenc	Ar	l	5702	mno1
efrenci	Ar	l	5703	mno1
efsane	Fars	l	5705	ize
efser	Fars	l	5706	mno1
efsun	Fars	l	5707	mno1
efsus	Fars	l	5708	mno1
efzun	Fars	l	5710	mno1
eg@irmek	Tr	l	5727	ize
ala@im	Ar	l	573	gh
eg@itim	Tr	l	5730	ize
eg@me	Tr	l	5739	ize
ala@ka	Ar	l	574	gh
eg@mek	Tr	l	5740	ize
eg@ri	Tr	l	5745	ize
ege	Tr,	l	5749	ize
ala@kaderilimka@n	Ar+?	l	575
egoist	Fr	l	5750	ap
egsos	Br	l	5751	ym
egzama	Yun	l	5752	ap
ehemmiyet	Ar	l	5755	mno1
ehil	Ar	l	5756	s75
ehli	Ar	l	5757	mno1
ehli@@	Ar	l	5758	mno1
ehlibeyt	Ar	l	5759	mno1
ala@ku@llihal	Ar+?	l	576
ehliyet	Ar	l	5760	mno1
ehram	Ar	l	5761	mno1
ehven	Ar	l	5762	mno1
einsteinyum	Br	l	5763	ym
ejder	Fars	l	5764	ize
ejderha	Fars	l	5765	ize
ejiptolog	Br	l	5766	ym
ek	Tr	l	5767	ize
eka@bir	Ar	l	5768	s75
ala@meleinnas	Ar+?	l	577
ekalim	Ar	l	5770	mno1
ekalliyet	Ar	l	5771	mno1
ekanim	Ar	l	5772	mno1
ekber	Ar	l	5774	s75
ekid	Ar	l	5779	mno1
ala@meratibihim	Ar+?	l	578
ekin	Tr	l	5785	ize
ekinokok	Yun	l	5787	ap
ekip	Fr equipe	l	5788	ize
eklato@r	Br	l	5789	ym
ala@met	Ar	l	579	gh
eklektik	Br	l	5790	ym
eklem	Tr	l	5791	ize
eklemek	Tr	l	5793	ize
ekliptik	Br	l	5798	ym
ekmek	Tr	l	5799	ize
abi@ru	Fars	l	58	mno1
ala@t	Ar	l	580	gh
ekmekag@aci@	Tr; tr	l	5800	ize; ize
ekmel	Ar	l	5802	mno1
eko	Fr	l	5804	ap
ekol	Fr	l	5805	ap
ekolojik	Fr	l	5806	ap
ekose	Fr	l	5807	ap
ekran	Fr écran	l	5809	ize
ala@yi@m	Ar	l	581	gh
eks@i	Tr eks@ig	l	5810	ize
eksantem	Br	l	5812	ym
ekser	Ar	l	5814	mno1
ekseri	Ar	l	5815	s75
eksi	Tr eksu@	l	5816	ize
eksibe	Ar	l	5817	mno1
eksik	Tr	l	5819	ize
ala@yis@	Fars	l	582	tdk
eksilmek	Tr eksu@lmek	l	5822	ize
eksistansiyalist	Br	l	5826	ym
ekskavato@r	Fr	l	5828	ap
eksper	Br	l	5829	ym
alabacak	Mon+?	l	583	ize
eku@@l	Ar	l	5833	mno1
ekyeri	Tr; tr	l	5834	ize; ize
ekzos	Br	l	5837	ym
el	Tr	l	5838	ize
elaman	Ar	l	5839	mno1
alabali@k	Mon+tr	l	584	ize; ize
elan	Ar	l	5840	mno1
ela	Mon ala	l	5841	ize
ela@	Mon > oldt	l	5842	ize
ela@lem	Tr ; ar	l	5843	ize; mno1
ela@stiki@@	Fr ar	l	5844	ap
elaman	Ar	l	5846	mno1
elan	Ar	l	5847	mno1
elarabasi@	Tr; ar	l	5848	ize; ize
elastik	Fr élastique	l	5849	ize
alabanda	Itl allabanda	l	585	mno2
elayak	Tr; tr	l	5850	ize; ize
elbet	Ar	l	5852	ize
elbette	Ar	l	5853	ize
elbezi	Tr; ar	l	5854	ize; ize
elc@abuklug@u	Tr; fars	l	5858	ize; ize
elc@i	Tr ilci	l	5859	ize
alabas@	Mon+tr	l	586	ize
eldiven	Tr el+tu@gen	l	5864	ize
eleg@imsag@ma	Ar	l	5866	s75
elek	Tr	l	5867	ize
elektrik	Fr électrique	l	5869	ize
alabildig@ine	Tr	l	587	ize
elektro-	Fr	l	5872	ap
elektron	Fr	l	5873	ap
elem	Ar	l	5876	s75
eleman	Fr èlément	l	5877	ize
elemek	Tr	l	5879	ize
alabora	Itl albura	l	588	mno2
element	Br	l	5880	ym
eles@tirel	Tr	l	5884	ize
elfatiha	Ar	l	5886	mno1
elfaz	Ar	l	5887	mno1
elgin	Tr	l	5888	ize
elhak	Tr ; ar	l	5889	ize; mno1
alabros	Fr À la brosse	l	589	mno2
elhamdu@lillah	Ar	l	5890	mno1
elhan	Ar	l	5891	mno1
elhasi@l	Ar	l	5892	mno1
elhazer	Ar	l	5893	mno1
eliac@i@k	Ar; tr	l	5895	ize; ize
elif	Ar	l	5896	mno1
elifbe	Ar elif+ba	l	5897	ize
elim	Ar	l	5899	mno1
abid	Ar abi@@d	l	59	gh, mno1
eliminasyon	Br	l	5900	ym
elinsaf	Ar	l	5902	mno1
elips	Fr	l	5903	ap
elis@i	Tr; tr	l	5904	ize; ize
elit	Fr	l	5905	ap
elka@sibu@	Ar	l	5906	mno1
elkab	Ar	l	5907	mno1
alac@am	Mon+?	l	591	ize
elma	Tr alma	l	5912	ize
elmabas@	Tr ; tr	l	5913	ize; ize
elmas	Ar	l	5914	ize; s75
elog@lu	Tr ; tr	l	5918	ize; ize
elsine	Ar	l	5920	mno1
eltasi@	Tr ; ?	l	5921	ize; ?
elti	Tr ilti	l	5922	ize
eltopu	Tr; oldt	l	5923	ize; ize
elulag@i@	Tr ; ?	l	5924	ize; ?
elvah	Ar	l	5925	mno1
elvan	Ar	l	5926	mno1
elveda	Ar	l	5927	s75
alaca	Mon-tr	l	593	ize
elvermek	Tr; ?	l	5930	ize; ?
elviye	Ar	l	5931	mno1
elyaf	Ar	l	5932	mno1
elyazi@si@	Tr ; tr	l	5933	ize; ize
elyevm	Ar	l	5934	mno1
elzem	Ar	l	5935	mno1
em	Mon	l	5936	ize
ema	Ar	l	5937	mno1
emakin	Ar	l	5938	mno1
emanat	Ar	l	5939	s75
alacabali@kc@i@l	Mon-tr+mon-tr	l	594	ize
emanet	Ar	l	5940	s75
emare	Ar	l	5942	mno1
emaret	Ar	l	5943	mno1
emaye	Fr	l	5944	ap
embilim	Mon; tr	l	5945	ize; ize
embiya	Ar	l	5946	s75
embube	Ar	l	5947	tdk
alacak	Tr	l	595	ize
emece	Tr	l	5950	ym
emek	Tr	l	5951	ize
emel	Ar	l	5953	mno1
emeroit	Br	l	5954	ym
emetik	Br	l	5955	ym
emfetamin	Br	l	5956	ym
emi@@r	Ar	l	5959	mno1
alacalanmak	Mon-tr-tr-tr	l	596	ize
emin	Ar	l	5961	s75
emir	Ar	l	5962	s75
emirber	Ar -fars	l	5963	mno1
emirname	Fars	l	5965	mno1
emisyon	Br	l	5967	ym
emla@h	Ar	l	5969	mno1
emla@k	Ar	l	5970	mno1
emlak	Ar	l	5971	mno1
emles	Ar	l	5973	mno1
emmare	Ar	l	5974	mno1
emme	Tr	l	5975	ize
emmek	Mon -tr	l	5976	ize
emniyet	Ar	l	5977	mno1
emnusela@met	Ar	l	5979	mno1
emoglobin	Fr	l	5980	ap
emoraji	Br	l	5981	ym
empas	Br	l	5982	ym
empirik	Br	l	5983	ym
empoze	Br	l	5984	ym
emraz	Ar	l	5986	mno1
emred	Ar	l	5987	mno1
aladog@an	Mon+tr	l	599	ize
emsal	Ar	l	5990	ize
emtaa	Ar	l	5991	mno1
emu@lsifikasyon	Br	l	5993	ym
emvac	Ar	l	5994	mno1
emval	Ar	l	5995	mno1
emvat	Ar	l	5996	s75
emzik	Mon em-tr	l	5997	ize
abide	Ar a@bide	l	60	gh, mno1
alafranga	Itl allafranca	l	600	ize
en	Tr eng@	l	6000	ize
enamli@	Ar	l	6001	mno1
enam	Ar	l	6002	mno1
enaniyet	Ar	l	6003	mno1
enayi	Fars	l	6004	ize
enbiya	Ar	l	6006	s75
encam	Fars	l	6007	mno1
encek	Yun	l	6008	ize
encu@men	Fars	l	6009	mno1
alagarson	Fr garc@on	l	601	ize
endaht	Fars	l	6011	mno1
endam	Fars	l	6012	mno1
endaze	Fars	l	6013	mno1
endeks	Br	l	6014	ym
endemik	Br	l	6015	ym
ender	Ar	l	6016	ize
enderun	Fars	l	6017	mno1
endeterminizm	Br	l	6018	ym
endikasyon	Br	l	6019	ym
alageyik	Mon+tr	l	602	ize
endis@e	Fars	l	6020	ize
endo-	Br	l	6022	ym
endu@stri	Br	l	6023	ym
enerji	Yun	l	6027	tdk
enfarktu@s	Fr	l	6029	ap
alaka	Ar ala@ka	l	603	ize
enfes	Ar	l	6030	mno1
enfiye	Ar	l	6031	mno1
enflamasyon	Fr	l	6032	ap
enfu@si	Ar	l	6033	mno1
enfusi	Ar	l	6034	mno1
engebe	Tr eng@+oba	l	6035	ize
engel	Tr	l	6036	ize
engerek	Yun enghelion	l	6039	ize
alakabahs@	Fars	l	604	mno2
engin	Tr	l	6040	ize
enginar	Yun kinara	l	6041	ize
engizisyon	Br	l	6043	ym
enhar	Ar	l	6044	mno1
enik	Yun inik	l	6045	ize
enin	Ar	l	6047	mno1
alakarga	Mon+?	l	605	ize
enis	Ar	l	6051	mno1
enjeksiyon	Br	l	6053	ym
enkaz	Ar	l	6054	mno1
enkesit	Tr ; tr	l	6055	ize; ize
enmuzec	Ar	l	6057	mno1
ensab	Ar	l	6058	mno1
ensal	Ar	l	6059	mno1
alakart	Fr À la carte	l	606	mno2
ense	Tr	l	6060	ize
ensice	Ar	l	6063	mno1
ensomni	Br	l	6065	ym
entari	Sanskr entariya	l	6066	ize
entegral	Br	l	6068	ym
alakasi@z	Ar-tr	l	607	ize
entoksikasyon	Br	l	6070	ym
entrika	Itl intrigo	l	6071	ize
entropi	Br	l	6072	ym
enva	Ar	l	6074	mno1
envanter	Br	l	6075	ym
enzar	Ar	l	6076	mno1
epc@et	Ar	l	6078	mno1
epcet	Ar	l	6079	mno1
epey	Tr	l	6082	ym
epidemik	Br	l	6084	ym
epoksi	Br	l	6085	ym
epope	Br	l	6086	ym
alakoymak	Tr	l	609	ize
er	Mon	l	6090	ize
eracif	Ar	l	6091	mno1
eradikasyon	Br	l	6092	ym
eramil	Ar	l	6093	mno1
erat	Mon -ar	l	6094	ize; mno1
erazil	Ar	l	6095	mno1
erbaa	Ar	l	6096	mno1
erbab	Ar	l	6097	mno1
erbain	Ar	l	6098	mno1
erbap	Ar	l	6099	mno1
erbin	Br	l	6101	ym
erbog@a	Mon; manchu	l	6102	ize; ize
erdeb	Ar	l	6104	mno1
erdem	Mon	l	6105	ize
erdis@i	Mon; oldt	l	6109	ize; ize
ereksiyon	Br	l	6111	ym
eren	Tr	l	6112	ize
erg	Yun	l	6115	tdk
erganun	Yun >fars	l	6116	mno1
ergec@	Tr	l	6117	ize
alamet	Ar ala@met	l	612	ize; s75
ergometre	Br	l	6124	ym
erguvan	Fars ergava@n	l	6125	ize
erik	Tr eru@k	l	6127	ize
erike	Ar	l	6128	mno1
alaminu@t	Fr À la minute	l	613	mno2
eris@te	Fars ris@te	l	6139	ize
alan	Tr	l	614	ize
eristik	Br	l	6140	ym
eritem	Br	l	6141	ym
erk	Mon	l	6144	ize
erka@n	Ar	l	6145	s75
erkek	Mon	l	6147	ize
erkelendirmek	Br	l	6149	ym
alanglez	Fr À langlais	l	615	mno2
erken	Tr	l	6150	ize
ermek	Tr	l	6157	ize
ermis@lik	Tr	l	6158	ize
eroin	Br	l	6159	ym
erozyon	Br	l	6160	ym
erte	Tr	l	6163	ize
ervah	Ar	l	6165	s75
erzak	Ar	l	6166	mno1
erzan	Fars	l	6167	mno1
erze	Ar	l	6169	mno1
alarga	Itl alla larga	l	617	ize
erzel	Ar	l	6170	mno1
esar	Ar	l	6172	ym
es@	Tr	l	6173	ize
es@ar	Ar	l	6174	mno1
es@anjo@r	Br	l	6175	ym
es@arp	Fr écharpe	l	6176	ize
es@as	Fr echasse	l	6177	oxford
es@beh	Ar	l	6179	mno1
alarm	Fr alarme	l	618	mno2
es@car	Ar	l	6180	mno1
es@ek	Tr	l	6181	ize
es@gal	Ar	l	6191	mno1
es@has	Ar	l	6193	mno1
es@irra	Ar	l	6199	mno1
es@k	Fars	l	6203	mno1
es@ka@l	Ar	l	6204	mno1
es@ki@ya	Ar	l	6207	s75
alasulu	Mon+tr-tr	l	621	ize
