"word","ortho","vowels","uni_prob","bi_prob","bi_prob_smoothed","pos_uni_score","pos_bi_score","pos_uni_score_smoothed","pos_bi_score_smoothed","group","filename","display","randomise_trials"
"g a d͡ʒ ɯ ʃ","gacış","aɯ",-18.1433036565909,-15.499386284508248,-15.553373615329928,1.387167586098868,1.015460105386242,1.3867697858340529,1.014803618740054,3,"gacış.mp3","Task",1
"b e ʒ a ʒ","bejaj","ea",-20.93058538584836,-19.48837816175328,-19.69732468362156,1.4303068450549048,1.014235691359507,1.4298290186764984,1.013693300711423,3,"bejaj.mp3","Task",1
"b e v a ʒ","bevaj","ea",-18.887323500746025,-15.872593466040806,-16.021901122917775,1.460613178860639,1.0349086258500086,1.460082582720464,1.033249828288036,3,"bevaj.mp3","Task",1
"b e ɟ e ʒ","begej","ee",-22.756632689956056,-Inf,-24.058032387919116,1.345476034124718,1.0127182103550003,1.3451525821532777,1.0122651834486156,3,"begej.mp3","Task",1
"l e l i c","lelik","ei",-21.536362523929785,-31.435382275761945,-30.66420479306158,1.3050220875123175,1.0033784880145589,1.3047680695189283,1.0034146207009211,3,"lelik.mp3","Task",1
"l e m i m","lemim","ei",-16.284865608541942,-21.681059717316177,-21.31860352956532,1.380102008877493,1.023384257708429,1.3797039565377944,1.022273629864209,3,"lemim.mp3","Task",1
"l e g o h","legoh","eo",-19.527053505632765,-27.75113638166346,-27.30870853132985,1.2198662238523628,1.0014568108084176,1.2197634326360676,1.0015956377134012,3,"legoh.mp3","Task",1
"n e n u v","nenuv","eu",-16.389638161368726,-20.32506844843672,-20.31731129385749,1.3208179980421255,1.0235487936312362,1.320538269610069,1.0225154110321275,3,"nenuv.mp3","Task",1
"b e v u z","bevuz","eu",-18.05359379807402,-15.116452617134565,-15.154527759561976,1.3293865865827923,1.027526083033521,1.3290904472457938,1.0262694472757412,3,"bevuz.mp3","Task",1
"n e p y j","nepüy","ey",-16.98879234295367,-21.717938967258256,-21.69222912574372,1.2636746444640563,1.0096114935791205,1.2634932080325365,1.0093200333401624,3,"nepüy.mp3","Task",1
"m e t ø ɾ","metör","eø",-16.305709239281132,-14.332928742029557,-14.370439435773992,1.415624745175706,1.0262030905848891,1.415162037061878,1.0250322748512253,3,"metör.mp3","Task",1
"l e l ø c","lelök","eø",-23.921630741113155,-Inf,-32.749337306429,1.1941895614424562,1.0030524364984192,1.1941372749111134,1.0031089785467553,3,"lelök.mp3","Task",1
"l e ʒ ɯ ʒ","lejıj","eɯ",-23.42246110699022,-Inf,-31.37937590764058,1.2326268805400291,1.000599585740761,1.2325034590587125,1.000785798371226,3,"lejıj.mp3","Task",1
"b i ʒ a ʒ","bijaj","ia",-21.12842071217421,-20.462820259132272,-20.59539447720862,1.344139167411924,1.013475717377768,1.3438104200605814,1.0129733469207105,3,"bijaj.mp3","Task",1
"t i k a n","tikan","ia",-13.448013540026771,-12.360180704819967,-12.378790372777791,1.4875821102169142,1.045676820009706,1.486979033124867,1.0431959745683663,3,"tikan.mp3","Task",1
"t i t e n","titen","ie",-13.939688353962891,-13.031948462442172,-13.050716201785225,1.4094012502297124,1.034895013822322,1.4089409685681276,1.0331065768439232,3,"titen.mp3","Task",1
"l i l i v","liliv","ii",-19.457588243664848,-29.20991366924059,-28.687492054822933,1.2303966335406769,1.003298594196525,1.2302676592286446,1.0033275292550925,3,"liliv.mp3","Task",1
"n i l i s","nilis","ii",-16.529383592794712,-21.972909806953865,-21.72458759793683,1.262837912142731,1.0115151948241032,1.2626465045153608,1.0110619225343378,3,"nilis.mp3","Task",1
"b i j o ʒ","biyoj","io",-20.1694739218949,-16.17150934468403,-16.29228988361789,1.2161562043575238,1.0185949627078428,1.2160636704095142,1.0178290236238705,3,"biyoj.mp3","Task",1
"n i n u v","ninuv","iu",-16.587473487694577,-20.74289718035614,-20.73475916364208,1.2346503203991448,1.015385861708921,1.234519670994152,1.0147833558081725,3,"ninuv.mp3","Task",1
"b i j u ʒ","biyuj","iu",-19.982779180288727,-18.35629998851609,-18.296720384198927,1.2375249433170086,1.019368047964322,1.237393515128245,1.0185609454976876,3,"biyuj.mp3","Task",1
"t i m y ɾ","timür","iy",-15.294846811552397,-13.660054019068708,-13.685647803861627,1.3091233520227514,1.0122665021223751,1.3088432638048708,1.011794088919323,3,"timür.mp3","Task",1
"l i v ø h","livöh","iø",-20.90479487385284,-Inf,-30.017786917374448,1.1384315211614455,1.0021258039899703,1.138471070171428,1.0022313327026664,3,"livöh.mp3","Task",1
"ɟ i ɟ ø c","gigök","iø",-29.71307202815976,-Inf,-34.785338500309926,1.0897985812994395,1.0001090155892292,1.0899270408894737,1.0003211623361203,3,"gigök.mp3","Task",1
"ɟ i ʒ ɯ ʒ","gijıj","iɯ",-26.41709941367645,-Inf,-33.307818772675844,1.1410997399260654,1.0003270467676877,1.1411346658902664,1.0005276672406118,3,"gijıj.mp3","Task",1
"k o ɾ a n","koran","oa",-14.411209921897514,-12.294347060400495,-12.318134780608212,1.5780166675354677,1.0788840359427352,1.5772563021989838,1.0746155597877969,3,"koran.mp3","Task",1
"b o ʒ a ʒ","bojaj","oa",-22.204003844457397,-19.321037408784147,-19.52975317079178,1.3229086648122703,1.008762800579713,1.3226166484342836,1.0085081234147557,3,"bojaj.mp3","Task",1
"ɫ o c e c","lokek","oe",-22.400319377835324,-Inf,-30.01158029879595,1.185129721117138,1.0027646697523702,1.185083880443854,1.0028307383165231,3,"lokek.mp3","Task",1
"g o ɟ i ʒ","gogij","oi",-24.90517828366109,-25.463316038560684,-25.0238451006757,1.213844639629624,1.001203603704403,1.21374827950693,1.001357562313273,3,"gogij.mp3","Task",1
"z o ɟ i t","zogit","oi",-20.9589136182378,-22.968824668964604,-22.49812583794652,1.2408518651515077,1.0084540930642174,1.2406922707790116,1.0081503933184568,3,"zogit.mp3","Task",1
"ɫ o t o s","lotos","oo",-16.650452551067872,-19.86130929042026,-19.87178226056184,1.1968532583423572,1.0076982350654493,1.1967836503746367,1.0074960391662156,3,"lotos.mp3","Task",1
"d͡ʒ o ʒ u ʒ","cojuj","ou",-24.29401030874191,-24.243601785484508,-24.17251025107207,1.127716441668515,1.0007051178379167,1.127775417851205,1.0008859248512416,3,"cojuj.mp3","Task",1
"j o b u ʒ","yobuj","ou",-21.05836231257191,-20.278068086553,-20.20804314631168,1.1710790683578258,1.0066664843883977,1.171062773355354,1.006528208768726,3,"yobuj.mp3","Task",1
"p o c y z","poküz","oy",-22.132396809934985,-Inf,-22.792875288841223,1.1404551220852177,1.0044867211475823,1.1404879493119304,1.0044629596393846,3,"poküz.mp3","Task",1
"d͡ʒ o c ø c","cokök","oø",-26.257085578225187,-Inf,-31.59753487885821,1.087742629560516,1.0005961022486871,1.0878746424072625,1.000782672398996,3,"cokök.mp3","Task",1
"k o n ø ɾ","konör","oø",-17.468982673500772,-15.665847293331234,-15.67041392566706,1.3263918658517442,1.0230245152622903,1.3260835017678103,1.0220198569868446,3,"konör.mp3","Task",1
"k o ɫ ɯ ɾ","kolır","oɯ",-15.746838565630412,-13.10667453460241,-13.133460503117467,1.3892399649311546,1.0364363220655193,1.3888182062736574,1.0346301929585895,3,"kolır.mp3","Task",1
"f u ʒ a ʒ","fujaj","ua",-22.57009892571624,-23.08487872668105,-23.10480964214021,1.283281237699766,1.0022636671308394,1.283057751040734,1.002350487946775,3,"fujaj.mp3","Task",1
"n u t a s","nutas","ua",-14.726567453647792,-18.01636316759076,-18.02466558703151,1.375248465052452,1.0268849669602398,1.3748549722517678,1.0255614198293237,3,"nutas.mp3","Task",1
"b u z e ʒ","buzej","ue",-20.09685568317635,-17.84329781622566,-17.964161616964663,1.276667630723205,1.0139315296225708,1.2764627987655124,1.0134023197983453,3,"buzej.mp3","Task",1
"n u t i v","nutiv","ui",-16.447775065614174,-21.189892153387195,-21.18420394715369,1.2797613550678195,1.0249284051823029,1.27954636548282,1.0237745264935774,3,"nutiv.mp3","Task",1
"g u ʒ i ʒ","gujij","ui",-23.367105446041258,-22.71019322061325,-22.662694231245467,1.214496991418963,1.0018219484717603,1.2143994984214512,1.001942235984122,3,"gujij.mp3","Task",1
"f u m o ʒ","fumoj","uo",-21.086399553296257,-19.904477032559072,-20.00660012235896,1.162493303534497,1.0069418990854422,1.16249350220586,1.006788724097161,3,"fumoj.mp3","Task",1
"b u j u ʒ","buyuj","uu",-20.87166757096573,-19.733680700888875,-19.66849976541773,1.2165652379443916,1.0105687883162064,1.21647007222167,1.0102253180186327,3,"buyuj.mp3","Task",1
"b u ʒ u ʒ","bujuj","uu",-23.578702027948104,-22.55607533141792,-22.360285906391308,1.1751938218318876,1.0072042512867905,1.175170692528559,1.0070435603192218,3,"bujuj.mp3","Task",1
"b u ɟ y ʒ","bugüj","uy",-25.21776219641355,-24.02607612181347,-23.4120433072708,1.1548681109073993,1.0073371474025232,1.1548819472629457,1.007168032552784,3,"bugüj.mp3","Task",1
"n u c ø c","nukök","uø",-24.807625490627537,-Inf,-31.30367927011791,1.090233002361394,1.000704421139502,1.0903607082649016,1.0008852996567954,3,"nukök.mp3","Task",1
"f u c ø c","fukök","uø",-26.0945671202964,-Inf,-30.40486528288016,1.0953217853843475,1.0008668994757235,1.0954406909713434,1.001039240543495,3,"fukök.mp3","Task",1
"n u ʒ ɯ ʒ","nujıj","uɯ",-22.62968325066944,-Inf,-29.197550883061453,1.14000794273881,1.0008134367287314,1.140044772486502,1.0009885521090411,3,"nujıj.mp3","Task",1
"l y g a v","lügav","ya",-19.4935962146241,-Inf,-27.80790591371226,1.2871157130376376,1.008373111461021,1.2868816916145254,1.0080891173681017,3,"lügav.mp3","Task",1
"m y z a ʒ","müzaj","ya",-19.26885615927756,-16.145731724613096,-16.288993267502523,1.397336491187185,1.0416189337331847,1.3969153080698635,1.0396162450988709,3,"müzaj.mp3","Task",1
"ɟ y ɟ e c","gügek","ye",-28.30653894777932,-Inf,-32.95524219839198,1.1788422801113725,1.0007066108268936,1.1788073260166032,1.0008808204183293,3,"gügek.mp3","Task",1
"ɟ y ʒ i l","güjil","yi",-25.474223572256346,-26.08616458407681,-25.658577276474528,1.194726574470686,1.001869088084923,1.1946604814688004,1.001974463736933,3,"güjil.mp3","Task",1
"m y ɾ i ɾ","mürir","yi",-15.182460061139956,-12.93841945288009,-12.964678761998291,1.495928832346916,1.0626490882923791,1.4953164266216838,1.0594042295798347,3,"mürir.mp3","Task",1
"m y k o ʒ","mükoj","yo",-19.93043596815668,-16.300780365266558,-16.417412400213216,1.2520745572399474,1.0326605479495878,1.2519196738829383,1.031153503453037,3,"mükoj.mp3","Task",1
"n y n u s","nünus","yu",-16.715340873276865,-20.662916646783795,-20.65939254816965,1.2376893062998182,1.0108372213398642,1.237547081745812,1.0104573725021138,3,"nünus.mp3","Task",1
"ɟ y ʒ u ʒ","güjuj","yu",-27.80853684728006,-29.28500826667853,-28.70856424723068,1.1164047641696466,1.0001090155892292,1.1164832975278336,1.0003211623361203,3,"güjuj.mp3","Task",1
"m y m y ɾ","mümür","yy",-16.704255115308886,-13.020817250140125,-13.053521821836997,1.3152884044924409,1.0360942196571266,1.3149976658456903,1.0343698974546898,3,"mümür.mp3","Task",1
"ɟ y ɟ ø c","gügök","yø",-30.88964249128854,-Inf,-34.02337567467023,1.0749047338124378,1.0000545077946146,1.0750589613046984,1.0002695361099974,3,"gügök.mp3","Task",1
"l y v ø h","lüvöh","yø",-22.081365336981623,-Inf,-30.783197051114545,1.123537673674444,1.0013626948653658,1.123602990586653,1.0015085655369462,3,"lüvöh.mp3","Task",1
"l y g ɯ ʒ","lügıj","yɯ",-22.883384054348497,-Inf,-31.210086947359827,1.1381062907638022,1.0003964076179663,1.1381463270545598,1.000592585698109,3,"lügıj.mp3","Task",1
"c ø j a ʒ","köyaj","øa",-23.63077684473017,-Inf,-22.239940954309937,1.2565841996509106,1.012129479451536,1.2564064248544844,1.0116719887342391,3,"köyaj.mp3","Task",1
"t͡ʃ ø v a n","çövan","øa",-18.701602767562907,-15.100178717825774,-15.129210912490072,1.3444722505099906,1.0395669313903486,1.3441170867989016,1.0374122129692265,3,"çövan.mp3","Task",1
"ɟ ø c e c","gökek","øe",-28.39720632730869,-Inf,-33.97421042400016,1.1292419818961106,1.000652103032279,1.1292928245120586,1.0008291941922065,3,"gökek.mp3","Task",1
"v ø l i v","völiv","øi",-21.2450194600926,-Inf,-31.53443408186967,1.1757448274064406,1.0014998369742418,1.1757104148958002,1.0016238637930377,3,"völiv.mp3","Task",1
"ɟ ø ɟ i n","gögin","øi",-26.15479784900096,-Inf,-25.981965253358386,1.207646283033087,1.0123140448014616,1.2075351451808032,1.0117616811066352,3,"gögin.mp3","Task",1
"n ø m o s","nömos","øo",-18.203872787484933,-22.19842578179625,-22.165436338076116,1.1411016056561956,1.0035204518715182,1.141128679586091,1.0035409822204415,3,"nömos.mp3","Task",1
"t͡ʃ ø j u ʒ","çöyuj","øu",-22.924149578450105,-20.79768766887971,-20.742784223544646,1.135233466329589,1.004608462527747,1.13527898588403,1.0045783180618666,3,"çöyuj.mp3","Task",1
"t͡ʃ ø j u z","çöyuz","øu",-20.529026950681207,-17.342610045374,-17.381051887526098,1.151992514259162,1.0064343510181284,1.1520031350348077,1.0062899141251958,3,"çöyuz.mp3","Task",1
"t͡ʃ ø ɟ y z","çögüz","øy",-24.87512157612903,-22.11753265394216,-21.28303150118376,1.0902953872221697,1.0022148482989617,1.090415010076083,1.00231031519471,3,"çögüz.mp3","Task",1
"ɟ ø c ø c","gökök","øø",-30.98030987081792,-Inf,-35.04234390027842,1.025304435597176,1,1.0255444598001535,1.0002179098838746,3,"gökök.mp3","Task",1
"c ø d ø l","ködöl","øø",-25.273737592608967,-Inf,-27.063517981829783,1.0636055587079187,1.0001114910985065,1.0637759789037924,1.0003233777080158,3,"ködöl.mp3","Task",1
"v ø ʒ ɯ h","vöjıh","øɯ",-23.024241178401727,-Inf,-30.45570700382361,1.1036756719502918,1.0001956309096838,1.1037711769871554,1.000401295176374,3,"vöjıh.mp3","Task",1
"d ɯ ʒ a ʒ","dıjaj","ɯa",-21.71679520688277,-Inf,-23.19054324641265,1.298705256665564,1.0026417382010682,1.2984551045728236,1.002708745557405,3,"dıjaj.mp3","Task",1
"n ɯ ʒ a v","nıjav","ɯa",-19.02502844047022,-Inf,-25.556872791643976,1.278077157040375,1.005851378448144,1.277858856769651,1.0057071346124649,3,"nıjav.mp3","Task",1
"g ɯ ʃ e ʒ","gışej","ɯe",-20.680133976363813,-18.215759687198577,-18.34658379874023,1.2236976698046218,1.0074075246463592,1.2235845791944204,1.007225242015273,3,"gışej.mp3","Task",1
"g ɯ d͡ʒ i l","gıcil","ɯi",-19.64465247954083,-16.929800719720177,-16.98778054263725,1.223765991720176,1.0081634508787554,1.2236495458961485,1.007928985502199,3,"gıcil.mp3","Task",1
"n ɯ c i c","nıkik","ɯi",-22.207490302969337,-Inf,-31.27784518309206,1.190125320458985,1.000651008188583,1.1900702225959,1.0008314338114397,3,"nıkik.mp3","Task",1
"g ɯ k o ʒ","gıkoj","ɯo",-20.74619112225676,-16.915237145151256,-17.041707617482654,1.1737865511481944,1.0095969845870632,1.1737670683301502,1.0093013998750595,3,"gıkoj.mp3","Task",1
"v ɯ ʒ u v","vıjuv","ɯu",-21.86808593813512,-Inf,-26.703531252513827,1.126951629435814,1.000727269349632,1.1270081147295898,1.000902377044206,3,"vıjuv.mp3","Task",1
"g ɯ d͡ʒ u z","gıcuz","ɯu",-19.58384312679565,-16.64152559173808,-16.684403427045364,1.1622032293487097,1.0059499347177645,1.1621965111059591,1.0058336162439705,3,"gıcuz.mp3","Task",1
"n ɯ t y j","nıtüy","ɯy",-16.745705986388092,-22.3564259100322,-22.34000437551107,1.1865969150263898,1.0045937259415338,1.1865483757315416,1.0045620755887812,3,"nıtüy.mp3","Task",1
"n ɯ m ø h","nımöh","ɯø",-18.510789566710663,-25.526286904340548,-25.20620087924542,1.139300164226838,1.0014200635832908,1.1393380184036568,1.0015627469235224,3,"nımöh.mp3","Task",1
"g ɯ ʃ ø z","gışöz","ɯø",-20.868114892104145,-17.68946998702973,-17.66557104382508,1.1365191714352605,1.0043221992368574,1.1365603636332933,1.0043105088894526,3,"gışöz.mp3","Task",1
"n ɯ ʒ ɯ v","nıjıv","ɯɯ",-20.37155439509228,-Inf,-29.078542120513493,1.1398926451023728,1.0003901669756716,1.1399258609218608,1.0005869200881068,3,"nıjıv.mp3","Task",1
